'CFOO2',2017-10-05-00:00:00'
737097,-0.283299501
737097.25,-0.629145978
737097.5,0.045258837
737097.75,0.002368086
737098,-0.807929104
737098.25,-0.051875305
737098.5,1.028591085
737098.75,0.912367724
737099,-1.189821836
737099.25,1.37804559
737099.5,0.530755063
737099.75,1.728512375
737100,-0.267741492
737100.25,0.556525888
737100.5,2.20971055
737100.75,-0.215960748
737101,0.350223554
737101.25,1.669185058
737101.5,0.82213912
737101.75,0.17812311
737102,2.033999596
737102.25,0.746025306
737102.5,-2.137555853
737102.75,-0.1620425
737103,-0.754896142
737103.25,-1.045325804
737103.5,-0.668716259
737103.75,-0.388701248
737104,1.226221538
737104.25,-1.538545926
737104.5,-0.931044168
737104.75,-2.216687552
737105,1.568597669
737105.25,-1.679555649
737105.5,-0.80096721
737105.75,1.837974662
737106,0.206126393
737106.25,1.739578182
737106.5,-0.013836995
737106.75,-0.329904952
737107,-0.502018373
737107.25,-1.773000504
737107.5,-0.094471475
737107.75,1.596728798
737108,0.973918228
737108.25,0.71105556
737108.5,-1.410650452
737108.75,1.242696326
737109,1.333040608
737109.25,1.208669589
737109.5,-0.947323021
737109.75,0.879438615
737110,1.845465939
737110.25,1.825235254
737110.5,0.293913552
737110.75,-0.236157879
737111,-1.258979686
737111.25,0.120604874
737111.5,-0.144052581
737111.75,0.475830769
737112,-0.360921019
737112.25,0.153553345
737112.5,0.909154729
737112.75,0.767205356
737113,1.726725565
737113.25,0.876876078
737113.5,0.715914419
737113.75,0.087363291
737114,-0.743139313
737114.25,0.24155851
737114.5,-1.802678954
737114.75,-0.790600066
737115,0.953294453
737115.25,-0.608080904
737115.5,0.891084148
737115.75,0.733335477
737116,0.399629253
737116.25,-0.319000811
737116.5,0.726622803
737116.75,0.141803534
737117,-0.236386329
737117.25,1.240822129
737117.5,1.315159142
737117.75,2.657049872
737118,1.034082781
737118.25,0.261547766
737118.5,-2.532961274
737118.75,-1.136578553
737119,-0.915943429
737119.25,-0.727646898
737119.5,0.761122314
737119.75,0.313368068
737120,0.471813686
737120.25,0.135097647
737120.5,-0.132607492
737120.75,0.40795125
737121,-0.272794333
737121.25,-2.024873939
737121.5,-0.965246709
737121.75,1.266765117
737122,-1.669552669
737122.25,1.638037104
737122.5,-0.330853352
737122.75,-0.642435249
737123,0.226126592
737123.25,-0.377857022
737123.5,1.190414844
737123.75,-1.179578264
737124,-2.091255552
737124.25,0.749412352
737124.5,-0.991641711
737124.75,1.426962697
737125,0.373937301
737125.25,-0.284306102
737125.5,0.478672964
737125.75,0.050833664
737126,0.411926866
737126.25,0.355824828
737126.5,0.257367281
737126.75,-1.063256051
737127,0.522479597
737127.25,-0.21684441
737127.5,-1.056037281
737127.75,1.161109332
737128,1.985300451
737128.25,1.307508956
737128.5,0.470839293
737128.75,-0.315797802
737129,0.243496774
737129.25,0.074124824
737129.5,0.434846062
737129.75,-0.257292011
737130,-0.946987517
737130.25,0.271415661
737130.5,-0.85148958
737130.75,-0.470043698
737131,1.058686111
737131.25,-0.54442333
737131.5,0.305119927
737131.75,-0.235058817
737132,-0.683095392
737132.25,0.012104407
737132.5,-0.147878511
737132.75,-0.70804913
737133,-0.598335272
737133.25,1.422746885
737133.5,0.677481582
737133.75,0.660203548
737134,-0.38233319
737134.25,-0.258838983
737134.5,-1.644410182
737134.75,0.447696732
737135,-1.102522161
737135.25,1.117907857
737135.5,0.174116515
737135.75,-0.190714408
737136,-0.016601035
737136.25,0.263286909
737136.5,-0.815778343
737136.75,-0.456231455
737137,0.959556225
737137.25,-2.181138242
737137.5,0.85803464
737137.75,1.054827992
737138,0.454910166
737138.25,0.741117908
737138.5,0.450861497
737138.75,1.006152773
737139,-0.024119085
737139.25,-1.046436593
737139.5,-0.329930776
737139.75,1.087066014
737140,0.537416087
737140.25,-0.58991859
737140.5,1.378373515
737140.75,0.11961377
737141,-1.493246942
737141.25,0.434522079
737141.5,1.186552952
737141.75,1.532526526
737142,-0.11222555
737142.25,-0.790893882
737142.5,-1.368727285
737142.75,0.295759588
737143,0.570964998
737143.25,0.780793216
737143.5,-0.387253061
737143.75,-0.334990698
737144,-0.547380147
737144.25,0.142591409
737144.5,-0.456264762
737144.75,0.670792131
737145,-0.107879081
737145.25,-0.728377402
737145.5,0.257674814
737145.75,0.685016733
737146,0.721983636
737146.25,1.515049641
737146.5,0.988506784
737146.75,-0.275151834
737147,0.26976805
737147.25,0.576496363
737147.5,-1.188711636
737147.75,0.990974657
737148,-0.622764193
737148.25,1.590639653
737148.5,1.666156506
737148.75,-0.361093632
737149,-1.232771115
737149.25,-0.607940756
737149.5,-0.38505787
737149.75,0.670514101
737150,0.245994656
737150.25,0.598877626
737150.5,1.527726934
737150.75,-0.059177979
737151,-0.096975015
737151.25,-0.504396686
737151.5,-0.612901462
737151.75,0.392323621
737152,0.628608946
737152.25,-0.36494016
737152.5,-0.140907744
737152.75,-0.330362093
737153,0.000900632
737153.25,-0.67022888
737153.5,-0.281047998
737153.75,1.084242526
737154,-2.730766535
737154.25,-0.411946136
737154.5,-1.536832333
737154.75,0.531587184
737155,1.06557218
737155.25,1.188181185
737155.5,0.369484724
737155.75,0.887097255
737156,0.137104367
737156.25,1.283060589
737156.5,-2.557525593
737156.75,-1.806686075
737157,-0.581880315
737157.25,0.46303796
737157.5,1.03684313
737157.75,1.36206945
737158,-1.83492004
737158.25,1.243671973
737158.5,1.855839615
737158.75,0.043992288
737159,-1.379727341
737159.25,3.025374366
737159.5,-0.852187614
737159.75,0.56405932
737160,-0.357544795
737160.25,0.133428975
737160.5,1.866638162
737160.75,-0.722899826
737161,1.099272461
737161.25,1.684119452
737161.5,0.763430203
737161.75,0.715077303
737162,1.244300124
737162.25,-0.368910906
737162.5,-0.230847451
737162.75,-0.504093874
737163,1.050344911
737163.25,0.859767782
737163.5,0.872352328
737163.75,-1.531068422
737164,-0.643304356
737164.25,-0.768014181
737164.5,-1.591863805
737164.75,-0.250571572
737165,-0.280052774
737165.25,0.735300604
737165.5,0.938627692
737165.75,-0.943989046
737166,0.237949972
737166.25,-0.381265617
737166.5,0.37573985
737166.75,1.393210232
737167,-1.265315449
737167.25,0.006678373
737167.5,0.515298404
737167.75,-1.694697647
737168,1.103242597
737168.25,0.318185091
737168.5,2.421079933
737168.75,0.845495564
737169,0.792369593
737169.25,1.54564054
737169.5,-0.306848784
737169.75,1.175044277
737170,-0.141938868
737170.25,0.587949107
737170.5,0.150917692
737170.75,-0.28485445
737171,-0.995996448
737171.25,0.000928245
737171.5,0.11457223
737171.75,0.04660053
737172,0.026317628
737172.25,-0.215572887
737172.5,0.577131237
737172.75,0.745794504
737173,0.84647145
737173.25,-0.021695182
737173.5,-0.510563625
737173.75,1.605526213
737174,-0.168122892
737174.25,-0.422747908
737174.5,-0.75716236
737174.75,-0.121540316
737175,0.059022586
737175.25,-0.391494984
737175.5,-0.089248757
737175.75,-1.232354485
737176,-0.657407286
737176.25,-1.129288624
737176.5,0.035297672
737176.75,0.908445663
737177,-0.568379411
737177.25,-0.893828728
737177.5,-1.04902462
737177.75,0.549488486
737178,0.235902989
737178.25,0.141292359
737178.5,1.123617458
737178.75,-1.505813573
737179,1.363735061
737179.25,-1.585997889
737179.5,1.035380724
737179.75,0.234620556
737180,-0.528639679
737180.25,0.66064581
737180.5,0.898918159
737180.75,-0.246614844
737181,0.877324594
737181.25,1.680580739
737181.5,1.096915498
737181.75,1.398805456
737182,-0.872175701
737182.25,-1.121776067
737182.5,-1.804736504
737182.75,0.970362507
737183,-0.798435768
737183.25,-0.881060125
737183.5,-1.175638397
737183.75,-0.222625565
737184,-0.515646041
737184.25,0.221763946
737184.5,-1.050125453
737184.75,-0.308699516
737185,0.14964201
737185.25,1.614599037
737185.5,1.222203312
737185.75,-0.322866637
737186,1.556629886
737186.25,0.999833095
737186.5,-0.836269618
737186.75,-0.592328735
737187,-0.277677106
737187.25,1.430868537
737187.5,-0.270505275
737187.75,1.28820808
737188,-0.098718966
737188.25,2.075858655
737188.5,1.637443997
737188.75,-1.889936125
737189,0.875743106
737189.25,-0.506357675
737189.5,-1.618253779
737189.75,-0.692834656
737190,1.208067728
737190.25,-0.480801303
737190.5,1.344010852
737190.75,0.312993811
737191,0.553518009
737191.25,-1.325551863
737191.5,-1.008360933
737191.75,-0.273559505
737192,-0.262067317
737192.25,-0.196881665
737192.5,1.113883886
737192.75,-0.755177148
737193,0.642300729
737193.25,-1.110798391
737193.5,-1.096811831
737193.75,0.212972573
737194,1.94553581
737194.25,0.892142476
737194.5,-2.099081367
737194.75,-0.671424241
737195,-0.784878771
737195.25,-1.246246586
737195.5,1.303996567
737195.75,0.020606412
737196,-1.555855074
737196.25,0.309714586
737196.5,-0.291740094
737196.75,-1.01570619
737197,0.475536407
737197.25,-0.908050292
737197.5,-0.025996075
737197.75,-0.733178295
737198,-1.746389866
737198.25,-0.578799245
737198.5,-0.199628119
737198.75,0.417132956
737199,0.643685448
737199.25,-0.500796503
737199.5,0.203034978
737199.75,-0.398762577
737200,0.115513042
737200.25,-1.387146047
737200.5,0.557926058
737200.75,-0.115850285
737201,-0.166616957
737201.25,0.737811548
737201.5,-1.152426501
737201.75,0.778277479
737202,-1.064360397
737202.25,0.307008002
737202.5,-0.226733281
737202.75,-0.463726536
737203,0.652982633
737203.25,1.008987241
737203.5,0.526122844
737203.75,0.200977077
737204,-0.139286471
737204.25,-1.853426291
737204.5,-1.203251703
737204.75,1.067718742
737205,-0.112770676
737205.25,-0.192765143
737205.5,0.000699637
737205.75,0.18040347
737206,-0.153948763
737206.25,0.7437958
737206.5,-0.389468413
737206.75,-1.235249596
737207,0.606234502
737207.25,1.57030143
737207.5,-0.512255035
737207.75,0.93473337
737208,-0.175444012
737208.25,0.005906047
737208.5,0.402964412
737208.75,-0.516520927
737209,0.573818413
737209.25,-0.554664773
737209.5,-0.339520463
737209.75,0.246007939
737210,1.809249547
737210.25,0.046351553
737210.5,-0.932967244
737210.75,1.232106047
737211,-0.112456296
737211.25,0.795824109
737211.5,-0.387597142
737211.75,-0.351434239
737212,-1.019975263
737212.25,0.790347757
737212.5,0.451597153
737212.75,-1.102764808
737213,-0.655977238
737213.25,0.502836594
737213.5,-0.863418259
737213.75,0.636268237
737214,-1.673084751
737214.25,0.815443228
737214.5,-0.476306849
737214.75,-0.405809534
737215,1.038659417
737215.25,-0.784682477
737215.5,-1.104383671
737215.75,1.522067816
737216,-0.851277926
737216.25,0.583987837
737216.5,0.617294582
737216.75,0.310477287
737217,0.446864544
737217.25,-0.552541446
737217.5,0.933332573
737217.75,0.810438389
737218,0.366684757
737218.25,-1.982711345
737218.5,-0.622620189
737218.75,-0.568685586
737219,1.331172941
737219.25,1.026169096
737219.5,-0.369291741
737219.75,1.532594016
737220,0.217814983
737220.25,0.661849323
737220.5,-2.193503677
737220.75,-0.597612974
737221,-0.715647248
737221.25,-0.102476062
737221.5,0.349094257
737221.75,0.104476907
737222,-0.969129788
737222.25,1.728534338
737222.5,0.724625135
737222.75,0.504653416
737223,1.265682528
737223.25,-0.253912381
737223.5,-0.015113308
737223.75,1.536217972
737224,1.324379825
737224.25,-1.498209578
737224.5,2.101283513
737224.75,0.338878253
737225,-0.491194618
737225.25,-0.234447743
737225.5,-0.499028886
737225.75,-0.587977284
737226,1.048245237
737226.25,1.859549294
737226.5,1.263028875
737226.75,0.597962731
737227,0.848940378
737227.25,-0.849100048
737227.5,1.614938988
737227.75,1.665670349
737228,-1.330869621
737228.25,-0.72936193
737228.5,1.567252445
737228.75,-0.111063313
737229,-0.295004355
737229.25,-2.256405304
737229.5,0.008233824
737229.75,-0.485264374
737230,-0.50933307
737230.25,-1.501801455
737230.5,0.532457007
737230.75,2.850693373
737231,-0.534827135
737231.25,-0.053225672
737231.5,0.420845445
737231.75,-0.699381606
737232,0.579913574
737232.25,0.043004959
737232.5,-0.564586123
737232.75,-0.040642986
737233,0.700216304
737233.25,-0.91568094
737233.5,0.153953165
737233.75,0.08828947
737234,-0.803398387
737234.25,1.268211646
737234.5,-1.238241211
737234.75,0.761243777
737235,-0.88065173
737235.25,-0.193217313
737235.5,1.107038525
737235.75,0.295689932
737236,-1.839013656
737236.25,-0.80449818
737236.5,-0.894703605
737236.75,-0.914609969
737237,0.431546661
737237.25,0.205587617
737237.5,-1.321670704
737237.75,3.35346038
737238,0.122993426
737238.25,-1.86152704
737238.5,-0.180939663
737238.75,-0.595668248
737239,-0.810151372
737239.25,-0.857583885
737239.5,1.292655
737239.75,0.366471159
737240,-0.005800881
737240.25,-0.115754381
737240.5,0.051732547
737240.75,-0.407787473
737241,-1.027333153
737241.25,-1.843995684
737241.5,0.156326852
737241.75,-0.423957191
737242,-0.885733278
737242.25,-0.279341346
737242.5,0.430111378
737242.75,0.005855733
737243,0.720126189
737243.25,0.605674713
737243.5,0.784097862
737243.75,0.193117604
737244,-0.758556363
737244.25,2.151986634
737244.5,1.696624642
737244.75,-1.214402387
737245,0.194296332
737245.25,-1.792062253
737245.5,1.180606907
737245.75,0.063329694
737246,-0.97127948
737246.25,-2.898669342
737246.5,-2.244349321
737246.75,2.124376021
737247,-1.795141557
737247.25,0.756654121
737247.5,-0.71333204
737247.75,0.348374152
737248,1.111053604
737248.25,0.612833503
737248.5,1.138238016
737248.75,0.357889633
737249,-0.446884033
737249.25,2.061481206
737249.5,1.14611307
737249.75,-1.275257703
737250,-1.149328946
737250.25,0.776129466
737250.5,0.375023869
737250.75,0.262221282
737251,0.232373986
737251.25,-0.627076109
737251.5,0.31522968
737251.75,2.015146137
737252,-0.169560513
737252.25,-1.232878344
737252.5,-2.36105723
737252.75,0.744423923
737253,0.098690714
737253.25,0.316796197
737253.5,0.043248275
737253.75,-1.336026528
737254,1.160518955
737254.25,2.06462223
737254.5,0.292745405
737254.75,0.415704118
737255,0.127084059
737255.25,0.541719692
737255.5,-0.322043607
737255.75,-1.015953028
737256,0.478189575
737256.25,-0.166391961
737256.5,0.107803706
737256.75,-1.331722777
737257,0.870627633
737257.25,0.180510712
737257.5,-0.551125377
737257.75,-1.399063029
737258,0.52923531
737258.25,0.098791835
737258.5,0.586739192
737258.75,0.253329505
737259,1.554310558
737259.25,-0.329471519
737259.5,-0.342663251
737259.75,0.091362929
737260,1.525802413
737260.25,-0.298348686
737260.5,0.097787786
737260.75,0.276161516
737261,-0.062122501
737261.25,-0.074457201
737261.5,-0.665691707
737261.75,-0.793320772
737262,-0.40647223
737262.25,-0.025018859
737262.5,0.467588196
737262.75,-1.356852633
737263,1.614336014
737263.25,-0.224097668
737263.5,-0.158720097
737263.75,1.262249881
737264,-0.306483823
737264.25,0.591613695
737264.5,-0.603526737
737264.75,-1.578389557
737265,0.160850708
737265.25,-0.319137774
737265.5,0.952974453
737265.75,-1.43489052
737266,0.943039765
737266.25,-0.489811078
737266.5,0.685516555
737266.75,0.625501999
737267,0.256053819
737267.25,0.051974028
737267.5,-0.791593543
737267.75,0.722512133
737268,0.270449972
737268.25,1.408862242
737268.5,-0.414660957
737268.75,1.033510226
737269,2.209888149
737269.25,-0.39221531
737269.5,-0.450627668
737269.75,-0.07174556
737270,-0.086790543
737270.25,-0.666353522
737270.5,0.547749957
737270.75,-0.08161409
737271,0.303746127
737271.25,-0.350444117
737271.5,2.685681357
737271.75,0.80479598
737272,0.645547516
737272.25,0.56033308
737272.5,-0.656883396
737272.75,0.571444175
737273,-1.168372382
737273.25,1.989121323
737273.5,0.82281592
737273.75,-2.09486704
737274,0.415310397
737274.25,-0.310738338
737274.5,0.473152214
737274.75,0.062684278
737275,0.706961067
737275.25,0.007803316
737275.5,-0.845044552
737275.75,0.011179247
737276,1.013240717
737276.25,-0.092064807
737276.5,-0.520642736
737276.75,0.231144388
737277,-0.884613148
737277.25,-0.417420867
737277.5,-0.468984964
737277.75,-0.506037374
737278,2.52315166
737278.25,2.143751018
737278.5,-1.065393148
737278.75,0.014029994
737279,-0.708459519
737279.25,2.017255371
737279.5,2.070977243
737279.75,0.117889373
737280,-0.877051303
737280.25,-0.215983506
737280.5,1.203344672
737280.75,0.617044887
737281,-1.348373504
737281.25,0.260915976
737281.5,0.586476937
737281.75,0.890103874
737282,-0.961271261
737282.25,-0.663991632
737282.5,-1.569075405
737282.75,0.341001346
737283,0.379098305
737283.25,1.139275183
737283.5,-2.651501261
737283.75,-0.289140652
737284,1.720765521
737284.25,0.046426345
737284.5,-0.196672167
737284.75,-0.138347889
737285,-0.221967874
737285.25,0.166353334
737285.5,0.133309212
737285.75,-1.026809658
737286,0.622225614
737286.25,0.26169124
737286.5,0.443239179
737286.75,-1.056406299
737287,1.252542257
737287.25,-0.443490625
737287.5,0.350613845
737287.75,1.525797498
737288,0.738806363
737288.25,-1.763554305
737288.5,0.020701989
737288.75,0.241669296
737289,0.011647177
737289.25,-1.025742185
737289.5,0.497735792
737289.75,-0.297272013
737290,-0.162461853
737290.25,0.989567895
737290.5,-0.474858878
737290.75,-0.543397581
737291,-0.711189346
737291.25,0.249834301
737291.5,-0.262471694
737291.75,-2.139914918
737292,-0.686174309
737292.25,0.429828472
737292.5,-0.101266595
737292.75,-0.0283982
737293,2.305416221
737293.25,-1.457165891
737293.5,0.248519331
737293.75,-1.32545358
737294,-1.020831471
737294.25,-0.052872452
737294.5,-1.180158378
737294.75,-0.017100594
737295,0.446024976
737295.25,0.6872951
737295.5,1.626345554
737295.75,-0.44514568
737296,0.752782785
737296.25,-1.204561264
737296.5,0.820374069
737296.75,-0.03492238
737297,-0.095769441
737297.25,-0.229167086
737297.5,-0.236733485
737297.75,0.812090194
737298,-0.762823962
737298.25,0.562823756
737298.5,0.464868993
737298.75,-0.299796397
737299,-1.475929304
737299.25,0.237432483
737299.5,1.794256599
737299.75,0.403551783
737300,-0.869826402
737300.25,-1.007415143
737300.5,-0.462035707
737300.75,0.701024124
737301,1.022237702
737301.25,-0.195795167
737301.5,0.87303514
737301.75,1.937502916
737302,0.097419694
737302.25,0.474837462
737302.5,1.938525294
737302.75,-1.923890486
737303,-0.327298612
737303.25,1.60074227
737303.5,0.22652913
737303.75,0.914518568
737304,-1.173192558
737304.25,1.606196637
737304.5,1.073551013
737304.75,0.994554094
737305,-0.485561389
737305.25,0.238578864
737305.5,-0.036020188
737305.75,1.41892196
737306,-1.137829157
737306.25,-0.073397324
737306.5,-1.66611184
737306.75,0.288408827
737307,0.587435686
737307.25,-0.577087072
737307.5,-0.378528013
737307.75,1.251834128
737308,-0.213610392
737308.25,-1.121386517
737308.5,-0.569769351
737308.75,-0.637602282
737309,0.517531247
737309.25,-0.193369982
737309.5,0.976247662
737309.75,-0.156302111
737310,-0.136287224
737310.25,0.413020705
737310.5,-0.166951802
737310.75,-0.348747372
737311,-0.175910293
737311.25,1.307755237
737311.5,0.005246758
737311.75,-2.059008664
737312,-1.106899097
737312.25,0.084030916
737312.5,1.42251118
737312.75,-2.238374598
737313,-0.978085653
737313.25,-1.844987892
737313.5,-0.025931103
737313.75,-0.298083102
737314,0.869263938
737314.25,-1.844919707
737314.5,0.405417344
737314.75,0.31148181
737315,1.466017033
737315.25,0.262884634
737315.5,0.261843531
737315.75,0.992180234
737316,0.051338683
737316.25,-0.875141466
737316.5,-0.075768445
737316.75,-0.158494943
737317,-2.001012766
737317.25,-1.270572678
737317.5,0.323231318
737317.75,-0.235112741
737318,-1.253728452
737318.25,0.291988037
737318.5,0.480039109
737318.75,0.920968807
737319,0.184135992
737319.25,0.705426479
737319.5,1.205671832
737319.75,-2.25829273
737320,1.162434952
737320.25,-0.889452274
737320.5,0.21363353
737320.75,0.956403322
737321,-0.715873924
737321.25,0.428198136
737321.5,0.48491418
737321.75,-0.337468093
737322,-0.53390637
737322.25,-1.183669886
737322.5,1.10549066
737322.75,0.071077106
737323,0.21951311
737323.25,-0.317794611
737323.5,1.57213662
737323.75,-1.542350217
737324,-1.37377166
737324.25,1.215142073
737324.5,-1.445936751
737324.75,-1.724788577
737325,0.803840201
737325.25,0.581551679
737325.5,-0.090033892
737325.75,-0.707071192
737326,-0.939131073
737326.25,-0.72644519
737326.5,-0.051227008
737326.75,0.53840069
737327,-0.562583088
737327.25,-1.604164937
737327.5,0.02667924
737327.75,-0.734857232
737328,0.31198987
737328.25,-2.202343827
737328.5,-0.815580051
737328.75,0.489489318
737329,-0.966522508
737329.25,1.429409629
737329.5,0.745276028
737329.75,-0.827135931
737330,0.111632173
737330.25,-0.035263953
737330.5,-1.33229621
737330.75,0.167985559
737331,0.409499674
737331.25,1.25207295
737331.5,0.980601222
737331.75,-1.713346288
737332,0.542758158
737332.25,1.142887015
737332.5,-0.465086654
737332.75,-0.792022787
737333,0.402575468
737333.25,-0.251866514
737333.5,-0.434644997
737333.75,-0.332042628
737334,-0.449947126
737334.25,-2.104069251
737334.5,-1.083245833
737334.75,0.440633751
737335,0.019862186
737335.25,0.776821473
737335.5,-2.232307404
737335.75,1.707250047
737336,-1.082676742
737336.25,0.510543358
737336.5,-0.312303602
737336.75,-0.253818382
737337,1.317209686
737337.25,0.153175452
737337.5,-0.133705235
737337.75,-2.285030666
737338,-0.26804502
737338.25,-1.281508342
737338.5,-0.332593219
737338.75,-1.045762095
737339,0.373936562
737339.25,-0.246608977
737339.5,-1.318526082
737339.75,-0.443639959
737340,0.330362597
737340.25,-0.302158793
737340.5,-0.96740878
737340.75,0.532792406
737341,0.395886617
737341.25,-0.780401161
737341.5,-0.167069876
737341.75,-0.509043024
737342,-0.932185657
737342.25,-0.835284695
737342.5,-2.021107743
737342.75,0.386884503
737343,2.863750335
737343.25,0.31399032
737343.5,0.714922937
737343.75,1.451143764
737344,-1.170448509
737344.25,-0.607286333
737344.5,-1.962918979
737344.75,0.755808471
737345,-0.601046362
737345.25,-0.055321259
737345.5,-2.173617941
737345.75,1.446378688
737346,0.781173568
737346.25,-0.486765264
737346.5,2.86794755
737346.75,-1.368509797
737347,-1.312080288
737347.25,0.758581292
737347.5,0.893535217
737347.75,-0.551075174
737348,-0.329203942
737348.25,-0.443049034
737348.5,-0.580509503
737348.75,-0.351646337
737349,-0.224580745
737349.25,0.700010589
737349.5,0.948446885
737349.75,0.242222194
737350,0.100283273
737350.25,-0.696153531
737350.5,-1.408722131
737350.75,-0.180088588
737351,-0.917369873
737351.25,-1.426422102
737351.5,1.285102553
737351.75,0.413706074
737352,1.841570641
737352.25,1.184754766
737352.5,-0.758188699
737352.75,-1.346757635
737353,-1.147756456
737353.25,-0.758114234
737353.5,-1.568818259
737353.75,0.060063757
737354,-1.109406287
737354.25,-1.368462847
737354.5,0.309171833
737354.75,0.428656302
737355,0.144590317
737355.25,0.979523403
737355.5,0.358028451
737355.75,0.189216866
737356,-1.157243264
737356.25,-1.267930914
737356.5,-0.43715513
737356.75,0.564922724
737357,0.128592672
737357.25,0.437226714
737357.5,-0.011345505
737357.75,1.185934809
737358,-1.405160601
737358.25,3.048119129
737358.5,0.089510755
737358.75,-0.900323198
737359,-0.534177166
737359.25,-2.96365874
737359.5,0.905908062
737359.75,0.456839943
737360,0.330996571
737360.25,1.866473192
737360.5,0.769861974
737360.75,1.930548656
737361,0.515947565
737361.25,0.969069033
737361.5,1.431202929
737361.75,0.945588252
737362,-0.288093118
737362.25,0.151509718
737362.5,-0.61451121
737362.75,-0.729403452
737363,-1.271211617
