TEMP, '2013-08-01-00:00:00' 
735453.000000,22.565251
735453.041667,22.268687
735453.083333,21.953234
735453.125000,22.352056
735453.166667,22.045615
735453.208333,22.072857
735453.250000,22.037377
735453.291667,21.411882
735453.333333,21.283267
735453.375000,20.957873
735453.416667,20.311056
735453.458333,20.907244
735453.500000,20.104924
735453.541667,20.253955
735453.583333,19.969360
735453.625000,20.419633
735453.666667,20.783512
735453.708333,21.289593
735453.750000,21.873943
735453.791667,22.338680
735453.833333,22.961856
735453.875000,22.731386
735453.916667,22.256498
735453.958333,22.519727
735454.000000,22.718904
735454.041667,22.533329
735454.083333,22.436862
735454.125000,21.922431
735454.166667,21.851248
735454.208333,21.754628
735454.250000,20.994319
735454.291667,20.504817
735454.333333,20.670954
735454.375000,20.227232
735454.416667,20.241872
735454.458333,20.448643
735454.500000,19.909403
735454.541667,20.187594
735454.583333,19.746030
735454.625000,19.699504
735454.666667,19.010096
735454.708333,19.308508
735454.750000,19.601365
735454.791667,19.227363
735454.833333,20.031071
735454.875000,20.895141
735454.916667,20.392517
735454.958333,20.277568
735455.000000,20.080664
735455.041667,19.683891
735455.083333,20.163479
735455.125000,19.552870
735455.166667,19.237363
735455.208333,18.424819
735455.250000,18.236323
735455.291667,18.021877
735455.333333,17.804924
735455.375000,18.160462
735455.416667,18.053584
735455.458333,18.555039
735455.500000,18.562316
735455.541667,18.923497
735455.583333,19.081699
735455.625000,19.524138
735455.666667,19.668385
735455.708333,19.710124
735455.750000,19.850193
735455.791667,19.911755
735455.833333,20.001128
735455.875000,19.700389
735455.916667,19.678022
735455.958333,20.116166
735456.000000,19.760576
735456.041667,20.619189
735456.083333,20.307523
735456.125000,19.669599
735456.166667,20.119277
735456.208333,20.401285
735456.250000,19.944891
735456.291667,20.356640
735456.333333,20.743642
735456.375000,20.534426
735456.416667,20.194740
735456.458333,20.137911
735456.500000,19.672996
735456.541667,19.857039
735456.583333,19.938847
735456.625000,20.227902
735456.666667,20.064092
735456.708333,19.758690
735456.750000,19.714605
735456.791667,19.556408
735456.833333,20.277873
735456.875000,20.486646
735456.916667,19.885851
735456.958333,20.417983
735457.000000,19.635400
735457.041667,19.457264
735457.083333,19.189908
735457.125000,18.516199
735457.166667,18.676910
735457.208333,18.229461
735457.250000,18.425301
735457.291667,18.752039
735457.333333,17.830947
735457.375000,17.728127
735457.416667,17.797439
735457.458333,17.925657
735457.500000,17.587968
735457.541667,17.127886
735457.583333,16.810716
735457.625000,16.997951
735457.666667,17.131099
735457.708333,16.982674
735457.750000,17.007717
735457.791667,17.205454
735457.833333,17.923629
735457.875000,18.380138
735457.916667,19.553662
735457.958333,19.644603
735458.000000,20.146069
735458.041667,19.596398
735458.083333,19.534187
735458.125000,19.974955
735458.166667,20.501115
735458.208333,19.022682
735458.250000,18.920126
735458.291667,18.994588
735458.333333,18.715622
735459.375000,17.272472
735459.416667,17.363661
735459.458333,17.023358
735459.500000,16.953538
735459.541667,16.327993
735459.583333,17.125349
735459.625000,17.307314
735459.666667,17.190151
735459.708333,17.662906
735459.750000,17.852909
735459.791667,17.642872
735459.833333,18.184459
735459.875000,18.378210
735459.916667,18.479818
735459.958333,19.031073
735460.000000,19.024011
735460.041667,19.120248
735460.083333,19.359257
735460.125000,NaN
735460.166667,18.188012
735460.208333,17.777328
735460.250000,17.008719
735460.291667,17.052034
735460.333333,16.444863
735460.375000,16.427368
735460.416667,16.115147
735460.458333,15.451231
735460.500000,15.665615
735460.541667,15.819346
735460.583333, NaN
735460.625000, NaN
735460.666667, NaN
735460.708333, NaN
735460.750000, NaN
735460.791667, NaN
735460.833333, NaN
735460.875000, NaN
735460.916667, NaN
735460.958333, NaN
735461.000000,17.088527
735461.041667,17.103846
735461.083333,16.789239
735461.125000,16.280180
735461.166667,16.991185
735461.208333,15.745714
735461.250000,15.747026
735461.291667,15.229616
735461.333333,15.201302
735461.375000,15.235844
735461.416667,14.975123
735461.458333,14.455757
735461.500000,14.845844
735461.541667,15.315828
735461.583333,15.141758
735461.625000,15.370945
735461.666667,15.206655
735461.708333,15.679567
735461.750000,15.361738
735461.791667,15.459582
735461.916667,17.103696
735461.958333,17.148685
735462.000000,17.191255
735462.041667,16.847346
735462.083333,16.922488
735462.125000,16.301370
735462.166667,16.080288
735462.208333,15.134948
735462.250000,14.560989
735462.291667,14.825668
735462.333333,15.818086
735462.375000,15.271799
735462.416667,15.605971
735462.458333,15.047450
735462.500000,15.513299
735462.541667,15.232994
735462.583333,15.453698
735462.625000,15.659582
735462.666667,16.122940
735462.708333,16.482358
735462.750000,16.252833
735462.791667,16.745029
735462.833333,16.897732
735462.875000,16.773184
735462.916667,17.068859
735462.958333,17.010715
735463.000000,16.677873
735463.041667,16.685460
735463.083333,16.257412
735463.125000,16.762157
735463.166667,16.514856
735463.208333,16.297670
735463.250000,15.771160
735463.291667,15.267332
735463.333333,14.781552
735463.375000,14.284675
735463.416667,14.582164
735463.458333,13.825711
735463.500000,13.816363
735463.541667,14.036222
735463.583333,14.062914
735463.625000,14.311211
735463.666667,14.136954
735463.708333,14.041066
735463.750000,13.739344
735463.791667,14.545621
735463.833333,14.961997
735463.875000,15.431581
735463.916667,15.815008
735463.958333,15.310442
735464.000000,15.183224
735464.041667,14.401613
735464.083345,14.212164
735464.125000,14.419325
735464.166667,14.659754
735464.208333,14.269595
735464.250000,14.217197
735464.291667,14.289666
735464.333333,14.037694
735464.375000,13.399802
735464.416667,13.029066
735464.458333,12.712647
735464.500000,12.482135
735464.541667,12.780619
735464.583333,12.669456
735464.625000,13.060973
735464.666667,12.938893
735464.708333,13.405499
735464.750000,13.289704
735464.791667,13.206655
735464.833333,13.403841
735464.875000,13.765911
735464.916667,14.041218
735464.958333,14.126276
735465.000000,14.331812
735465.041667,14.496470
735465.083333,14.065191
735465.125000,14.426631
735465.166667,14.770558
735465.208333,14.482399
735465.250000,14.239315
735465.291667,14.089834
735465.333333,13.801207
735465.375000,14.253016
735465.416667,13.828957
735465.458333,13.479780
735465.500000,13.880223
735465.541667,14.268395
735465.583333,14.958124
735465.625000,15.949137
735465.666667,15.676199
735465.708333,15.834597
735465.750000, NaN
735466.000000, NaN
735466.041667, NaN
735466.083333, NaN
735466.125000,NaN
735466.166667,NaN
735466.208333,18.489261
735466.250000,18.702642
735466.291667,18.520625
735466.333333,18.719745
735466.375000,18.134672
735466.416667,17.632780
735466.458333,17.480405
735466.500000,17.521626
735466.541667,17.577948
735466.583333,17.515718
735466.625000,16.861762
735466.666667,16.962092
735466.708333,16.517471
735466.750000,16.681530
735466.791667,17.145782
735466.833333,16.971967
735466.875000,17.130046
735466.916667,17.608375
735466.958333,17.679958
735467.000000,17.944575
735467.041667,17.497893
735467.083333,17.218358
735467.125000,17.582017
735467.166667,17.222736
735467.208333,17.594178
735467.250000,17.281180
735467.291667,16.923547
735467.333333,17.268479
735467.375000,16.655864
735467.416667,17.820317
735467.458333,17.420443
735467.500000,17.307672
735467.541667,18.003593
735467.583333,17.269503
735467.625000,17.506032
735467.666667,18.074838
735467.708333,18.615075
735467.750000,19.076216
735467.791667,19.837810
735467.833333,19.737795
735467.875000,20.424727
735467.916667,20.778465
735467.958333,21.082479
735468.000000,NaN
735468.041667,NaN
735468.083333,NaN
735468.125000,NaN
735468.166667,20.963189
735468.208333,21.735133
735468.250000,21.162268
735468.291667,20.329918
735468.333333,20.621838
735468.375000,19.567504
735468.416667,19.904829
735468.458333,19.474862
735468.500000,19.226686
735468.541667,19.604445
735468.583333,18.865572
735468.625000,18.691209
735468.666667,19.385187
735468.708333,19.219178
735468.750000,19.773316
735468.791667,19.966239
735468.833333,20.396129
735468.875000,20.766695
735468.916667,21.259556
735468.958333,21.637390
735469.000000,21.302814
735469.041667,22.324983
735469.083333,21.981029
735469.125000,22.008031
735469.166667,21.836390
735469.208333,22.503265
735469.250000,22.378302
735469.291667,22.499679
735469.333333,23.225421
735469.375000,22.715062
735469.416667,22.541829
735469.458333,22.971902
735469.500000,23.211065
735469.541667,23.357441
735469.583333,23.898625
735469.625000,23.668364
735469.666667,23.539209
735469.708333,23.552402
735469.750000,24.054594
735469.791667,23.243164
735469.833333,23.704213
735469.875000,23.650738
735469.916667,23.076052
735469.958333,23.080010
735470.000000,23.059921
735470.041667,23.585451
735470.083333,23.864974
735470.125000,23.308411
735470.166667,23.387562
735470.208333,22.569473
735470.250000,22.605195
735470.291667,22.235957
735470.333333,21.545915
735470.375000,21.224766
735470.416667,21.218225
735470.458333,20.992646
735470.500000,20.668323
735470.541667,20.640537
735470.583333,20.497758
735470.625000,20.896215
735470.666667,21.341891
735470.708333,21.525557
735470.750000,21.793747
735470.791667,21.865894
735470.833333,21.688730
735470.875000,22.154268
735470.916667,22.858524
735470.958333,23.090824
735471.000000,23.457884
735471.041667,23.586758
735471.083333,23.874317
735471.125000,23.816441
735471.166667,23.907181
735471.208333,23.815316
735471.250000,23.771973
735471.291667,23.528796
735471.333333,22.966845
735471.375000,22.329770
735471.416667,22.315585
735471.458333,22.424830
735471.500000,22.197797
735471.541667,22.189828
735471.583333,22.015070
735471.625000,22.855850
735471.666667,22.820666
735471.708333,23.880160
735471.750000,24.047406
735471.791667,24.138508
735471.833333,24.501243
735471.875000,25.743012
735471.916667,25.070873
735471.958333,25.338581
735472.000000,25.382179
735472.041667,25.269976
735472.083333,25.730687
735472.125000,26.110425
735472.166667,25.852254
735472.208333,25.211556
735472.250000,24.636568
735472.291667,24.606334
735472.333333,23.830790
735472.375000,24.377464
735472.416667,24.558236
735472.458333,25.255312
735472.500000,24.952364
735472.541667,25.783110
735472.583333,25.278110
735472.625000,24.954514
735472.666667,24.702199
735472.708333,24.605023
735472.750000,24.678439
735472.791667,25.393293
735472.833333,26.022334
735472.875000,25.987810
735472.916667,25.946341
735472.958333,25.832521
735473.000000,25.091629
735473.041667,25.955014
735473.083333,26.110411
735473.125000,25.779735
735473.166667,25.691828
735473.208333,25.555077
735473.250000,25.519234
735473.291667,25.156867
735473.333333,25.174708
735473.375000,25.042580
735473.416667,24.462174
735473.458333,24.480899
735473.500000,24.181715
735473.541667,24.010501
735473.583333,23.053954
735473.625000,23.558263
735473.666667,23.935009
735473.708333,24.005872
735473.750000,24.718809
735473.791667,25.062183
735473.833333,25.618314
735473.875000,25.357923
735473.916667,25.186019
735473.958333,25.143924
735474.000000,25.569830
735474.041667,25.268771
735474.083333,25.351431
735474.125000,25.735376
735474.166667,25.876805
735474.208333,25.756262
735474.250000,26.353821
735474.291667,26.205917
735474.333333,25.612893
735474.375000,25.543247
735474.416667,25.175446
735474.458333,25.149112
735474.500000,25.447087
735474.541667,25.356456
735474.583333,24.755924
735474.625000,25.006715
735474.666667,25.498629
735474.708333,26.153554
735474.750000,25.652856
735474.791667,25.399744
735474.833333,25.567017
735474.875000,25.971980
735474.916667,25.765057
735474.958333,25.773668
735475.000000,26.161861
735475.041667,26.656034
735475.083333,26.443210
735475.125000,25.534950
735475.166667,25.624313
735475.208333,24.651811
735475.250000,24.368773
735475.291667,24.361198
735475.333333,23.747388
735475.375000,23.983665
735475.416667,24.300093
735475.458333,24.350194
735475.500000,23.980016
735475.541667,24.105180
735475.583333,23.979936
735475.625000,23.857848
735475.666667,23.756935
735475.708333,24.855529
735475.750000,25.358020
735475.791667,25.485521
735475.833333,25.727360
735475.875000,25.804217
735475.916667,25.706778
735475.958333,26.517055
735476.000000,26.628837
735476.041667,26.696851
735476.083333,26.434639
735476.125000,27.051662
735476.166667,27.467807
735476.208333,27.088865
735476.250000,27.093555
735476.291667,26.394577
735476.333333,26.075904
735476.375000,25.532349
735476.416667,25.007874
735476.458333,24.749921
735476.500000,23.954124
735476.541667,23.112143
735476.583333,22.535978
735476.625000,22.861786
735476.666667,23.010847
735476.708333,23.765377
735476.750000,24.632740
735476.791667,24.107477
735476.833333,24.944122
735476.875000,25.146419
735476.916667,25.839452
735476.958333,26.320158
735477.000000,25.443243
735477.041667,24.878964
735477.083333,25.211875
735477.125000,25.737348
735477.166667,25.361933
735477.208333,24.061200
735477.250000,24.198085
735477.291667,24.056797
735477.333333,23.019707
735477.375000,23.638072
735477.416667,22.487819
735477.458333,21.832910
735477.500000,21.473210
735477.541667,22.062280
735477.583333,21.430606
735477.625000,22.266984
735477.666667,22.442995
735477.708333,22.499755
735477.750000,23.175046
735477.791667,23.891646
735477.833333,23.982845
735477.875000,23.901551
735477.916667,24.502706
735477.958333,25.099061
735478.000000,25.094436
735478.041667,25.254588
735478.083333,26.034844
735478.125000,26.309327
735478.166667,25.986489
735478.208333,26.019390
735478.250000,25.825388
735478.291667,25.414763
735478.333333,25.501604
735478.375000,25.107862
735478.416667,25.258180
735478.458333,25.045511
735478.500000,24.756123
735478.541667,23.913755
735478.583333,23.948079
735478.625000,23.592460
735478.666667,23.926476
735478.708333,24.373544
735478.750000,25.053253
735478.791667,24.993761
735478.833333,24.574333
735478.875000,24.318595
735478.916667,25.378729
735478.958333,26.020377
735479.000000,26.189679
735479.041667,26.143867
735479.083333,25.956034
735479.125000,26.725758
735479.166667,25.974028
735479.208333,25.625420
735479.250000,25.055160
735479.291667,24.710181
735479.333333,24.666170
735479.375000,24.223287
735479.416667,23.708566
735479.458333,23.541867
735479.500000,23.843351
735479.541667,23.800151
735479.583333,23.600976
735479.625000,23.246015
735479.666667,22.582844
735479.708333,23.036220
735479.750000,23.313588
735479.791667,24.011174
735479.833333,24.198825
735479.875000,24.108176
735479.916667,24.660125
735479.958333,24.531210
735480.000000,24.689358
735480.041667,24.146239
735480.083333,24.878987
735480.125000,24.018843
735480.166667,23.177469
735480.208333,23.769655
735480.250000,23.441805
735480.291667,22.932292
735480.333333,22.655771
735480.375000,22.722290
735480.416667,22.332158
735480.458333,21.872404
735480.500000,22.185710
735480.541667,22.714120
735480.583333,22.471081
735480.625000,22.355292
735480.666667,22.022984
735480.708333,22.292338
735480.750012,22.532674
735480.791678,23.578112
735480.833345,23.813180
735480.875012,23.857450
735480.916667,23.757609
735480.958333,23.478539
735481.000000,23.650608
735481.041667,23.524335
735481.083333,23.921858
735481.125000,23.463726
735481.166667,23.240482
735481.208333,22.779400
735481.250000,22.256803
735481.291667,21.688212
735481.333333,21.725519
735481.375000,21.588542
735481.416667,21.619264
735481.458333,21.791119
735481.500000,21.337062
735481.541667,21.145450
735481.583333,21.315330
735481.625000,21.510558
735481.666667,21.520990
735481.708333,21.306346
735481.750000,21.571576
735481.791667,22.085754
735481.833333,22.821749
735481.875000,22.241581
735481.916667,22.236275
735481.958333,22.412257
735482.000000,22.070193
735482.041667,22.244856
735482.083333,21.838419
735482.125000,22.175349
735482.166667,22.106649
735482.208333,21.911857
735482.250000,21.562021
735482.291667,21.816436
735482.333333,21.920410
735482.375000,21.865556
735482.416667,21.893941
735482.458333,22.134313
735482.500000,21.907019
735482.541667,21.802816
735482.583333,21.960026
735482.625000,23.051396
735482.666667,23.106875
735482.708333,23.783998
735482.750000,23.488602
735482.791667,24.182364
735482.833333,24.903140
735482.875000,25.166501
735482.916667,24.712204
735482.958333,24.603166
735483.000000,24.980636
735483.041667,24.385943
735483.083333,24.159672
735483.125000,24.469619
735483.166667,24.491843
735483.208333,24.019063
735483.250000,23.837391
735483.291667,23.668493
735483.333333,23.711685
735483.375000,23.285073
735483.416667,22.144833
735483.458333,22.508774
735483.500000,22.515171
735483.541667,22.005971
735483.583333,21.952198
735483.625000,21.513852
735483.666667,20.920923
735483.708333,22.316033
735483.750000,21.463370
735483.791667,22.081789
735483.833333,22.343249
735483.875000,22.060381
735483.916667,22.456601
735483.958333,21.869998
735484.000000,21.947053
735484.041667,22.315215
735484.083333,21.878001
735484.125000,21.301601
735484.166667,20.497685
735484.208333,20.122284
735484.250000,20.047219
735484.291667,20.014882
735484.333333,19.565021
735484.375000,19.218918
735484.416667,18.278458
735484.458333,18.242850
735484.500000,17.778487
735484.541667,17.978889
735484.583333,17.863472
735484.625000,17.717236
735484.708333,17.670878
735484.750000,18.076496
735484.791667,18.696540
735484.833333,18.901782
735484.875000,18.925268
735484.916667,19.646037
735484.958333,20.027504
735485.000000,19.281121
735485.041667,19.047470
735485.083333,18.704001
735485.125000,18.153276
735485.166667,17.880883
735485.208333,17.175385
735485.250000,16.845582
735485.291667,16.436037
735485.333333,17.262973
735485.375000,17.457437
735485.416667,16.486834
735485.458333,17.073070
735485.500000,17.493449
735485.541667,17.801720
735485.583333,17.965250
735485.625000,17.262902
735485.666667,16.866706
735485.708333,17.386989
735485.750000,17.073327
735485.791667,17.208339
735485.833333,17.957180
735485.875000,17.908327
735485.916667,18.051007
735485.958333,18.205741
735486.000000,18.722354
735486.041667,18.679201
735486.083333,19.017667
735486.125000,19.345804
735486.166667,19.472917
735486.208333,19.302233
735486.250000,19.527950
735486.291667,19.493271
735486.333333,19.671120
735486.375000,19.545617
735486.416667,19.131476
735486.458333,19.002644
735486.500000,19.718677
735486.541667,19.129805
735486.583333,18.802820
735486.625000,19.021847
735486.666667,18.673777
735486.708333,18.100948
735486.750000,17.472925
735486.791667,17.561399
735486.833333,17.454544
735486.875000,17.273849
735486.916667,17.611392
735486.958333,18.162841
735487.000000,18.991375
735487.041667,19.369763
735487.083333,19.154633
735487.125000,19.530556
735487.166667,19.206611
735487.208333,19.736119
735487.250000,20.022741
735487.291667,20.596396
735487.333333,21.044260
735487.375000,20.566759
735487.416667,19.872748
735487.458333,19.275942
735487.500000,18.977029
735487.541667,18.385632
735487.583333,18.716620
735487.625000,18.639099
735487.666667,18.359530
735487.708333,18.526739
735487.750000,18.959049
735487.791667,18.725487
735487.833333,19.018816
735487.875000,19.096616
735487.916667,19.248127
735487.958333,19.813765
735488.000000,19.385849
735488.041667,19.523182
735488.083333,19.454589
735488.125000,20.114014
735488.166667,19.858341
735488.208333,19.750777
735488.250000,19.336473
735488.291667,18.305851
735488.333333,18.180595
735488.375000,18.072392
735488.416667,18.485649
735488.458333,18.434619
735488.500000,18.650856
735488.541667,17.704223
735488.583333,18.438928
735488.625000,18.514186
735488.666667,18.541887
735488.708333,18.440386
735488.750000,18.386880
735488.791667,18.813308
735488.833333,18.972443
735488.875000,18.859955
735488.916667,19.213363
735488.958333,18.920606
735489.000000,19.270936
735489.041667,19.353549
735489.083333,19.241118
735489.125000,19.060458
735489.166667,18.276973
735489.208333,18.993743
735489.250000,18.297737
735489.291667,18.562340
735489.333333,18.269666
735489.375000,18.278019
735489.416667,18.082459
735489.458333,17.613323
735489.500000,16.933361
735489.541667,16.608477
735489.583333,16.422337
735489.625000,16.475182
735489.666667,16.061152
735489.708333,16.279272
735489.750000,16.692391
735489.791667,15.802143
735489.833333,16.381192
735489.875000,16.513581
735489.916667,16.890670
735489.958333,16.368902
735490.000000,16.269095
735490.041667,16.688205
735490.083333,15.709227
735490.125000,15.754708
735490.166667,15.878169
735490.208333,15.710638
735490.250000,15.543399
735490.291667,16.179554
735490.333333,15.479433
735490.375000,15.568067
735490.416667,15.141505
735490.458333,15.218290
735490.500000,15.174219
735490.541667,15.536455
735490.583333,15.245219
735490.625000,14.709114
735490.666667,14.529946
735490.708333,14.836256
735490.750000,14.456903
735490.791667,13.903076
735490.833333,13.329426
735490.875000,13.230191
735490.916667,13.082255
735491.000000,12.326459
735491.041667,12.455535
735491.083333,11.761001
735491.125000,12.671851
735491.166667,12.025937
735491.208333,12.211373
735491.250000,11.911158
735491.291667,11.749697
735491.333333,11.158986
735491.375000,10.719439
735491.416667,10.453958
735491.458333,10.380173
735491.500000,10.375474
735491.541667,10.411812
735491.583333,10.308280
735491.625000,10.116318
735491.666667,10.996453
735491.875000,12.407346
735491.916667,12.602936
735491.958333,12.466490
735492.000000,12.939748
735492.041667,13.444588
735492.083333,13.151331
735492.125000,12.579045
735492.166667,11.917105
735492.208333,11.271305
735492.250000,10.693970
735492.291667,9.738002
735492.333333,9.744285
735492.375000,9.716530
735492.416667,9.450713
735492.458333,9.521114
735492.500000,9.175174
735492.541667,9.154620
735492.583333,9.204317
735492.625000,9.191375
735492.666667,10.185639
735492.708333,10.231203
735492.750000,10.337169
735492.791667,9.859904
735492.833333,10.306210
735492.875000,10.708392
735492.916667,11.317972
735492.958333,11.513398
735493.000000,11.862602
735493.041667,11.637262
735493.083333,12.400537
735493.125000,12.300491
735493.166667,12.860867
735493.208333,13.202687
735493.250000,12.656430
735493.291667,12.673983
735493.333333,12.532095
735493.375000,11.961462
735493.416667,12.059996
735493.458333,12.218777
735493.500000,11.954899
735493.541667,12.139594
735493.583333,11.547490
735493.625000,11.498200
735493.666667,12.064489
735493.708333,12.061910
735493.750000,12.332126
735493.791667,12.969271
735493.833333,12.555934
735493.875000,13.215115
735493.916667,13.797437
735493.958333,13.761185
735494.000000,13.338561
735494.041667,13.549789
735494.083333,14.723373
735494.125000,14.193044
735494.166667,13.610290
735494.208333,13.808519
735494.250000,13.469133
735494.291667,13.631440
735494.333333,13.399159
735494.375000,13.486681
735494.416667,13.537108
735494.458333,13.708234
735494.500000,14.034923
735494.541667,13.524831
735494.583333,12.974237
735494.625000,13.419363
735494.666667,13.873278
735494.708333,14.688512
735494.750000,14.896497
735494.791667,15.339022
735494.833333,15.875764
735494.875000,15.881293
735494.916667,16.482508
735494.958333,16.599334
735495.000000,16.792219
735495.041667,16.879208
735495.083333,17.006090
735495.125000,17.116674
735495.166667,17.325398
735495.208333,17.159513
735495.250000,17.306599
735495.291667,17.577838
735495.333333,16.650592
735495.375000,16.684933
735495.416667,16.352868
735495.458333,17.421175
735495.500000,17.833899
735495.541667,17.684491
735495.583333,16.525058
735495.625000,16.482298
735495.666667,16.690180
735495.708333,17.154244
735495.750000,17.276603
735495.791667,17.178190
735495.833333,17.316902
735495.875000,18.462083
735495.916667,18.059022
735495.958333,18.171295
735496.000000,17.895678
735496.041667,18.437146
735496.083333,18.490454
735496.125000,18.057655
735496.166667,18.190614
735496.208333,17.766842
735496.250000,17.945053
735496.291667,17.104718
735496.333333,17.301956
735496.375000,17.204078
735496.416667,16.890847
735496.458333,16.689810
735496.500000,16.211154
735496.541667,16.271463
735496.583333,16.369082
735496.625000,16.107913
735496.666667,16.456094
735496.708333,16.211088
735496.750000,15.689296
735496.791667,15.657718
735496.833333,16.332418
735496.875000,16.460403
735496.916667,15.874162
735496.958333,15.611590
735497.000000,14.878957
735497.041667,14.293142
735497.083333,14.665518
735497.125000,14.353326
735497.166667,14.585128
735497.208333,13.957554
735497.250000,14.014755
735497.291667,13.379692
735497.333333,12.312552
735497.375000,12.425556
735497.416667,12.166647
735497.458333,12.179748
735497.500000,12.358753
735497.541667,11.698540
735497.583333,11.070164
735497.625000,10.812852
735497.666667,11.501870
735497.708333,11.814467
735497.750000,11.464325
735497.791667,11.658295
735497.833333,11.735546
735497.875000,12.063635
735497.916667,11.319088
735497.958333,11.982135
735498.000000,11.571351
735498.041667,12.233513
735498.083333,12.428483
735498.125000,11.565779
735498.166667,11.138231
735498.208333,10.829442
735498.250000,10.258785
735498.291667,10.344012
735498.333333,9.509488
735498.375000,8.587029
735498.416667,8.488169
735498.458333,8.606078
735498.500000,8.954652
735498.541667,8.838343
735498.583333,9.383415
735498.625000,9.525020
735498.666667,10.231123
735498.708333,10.619680
735498.750000,10.294278
735498.791667,10.174526
735498.833333,10.401449
735498.875000,9.625277
735498.916667,9.703597
735498.958333,10.099610
735499.000000,10.557920
735499.041667,10.669110
735499.083333,10.829498
735499.125000,10.825226
735499.166667,10.046339
735499.208333,9.931853
735499.250000,9.181240
735499.291667,8.972307
735499.333333,9.242828
735499.375000,8.345628
735499.416667,8.573102
735499.458333,8.581084
735499.500000,9.038197
735499.541667,9.091303
735499.583333,8.909611
735499.625000,9.057632
735499.666667,9.610489
735499.708333,10.518526
735499.750000,11.076134
735499.791667,10.782698
735499.833333,10.879087
735499.875000,10.745189
735499.916667,11.430960
735499.958333,10.602287
735500.000000,10.410849
735500.041667,10.472050
735500.083333,11.517062
735500.125000,11.642049
735500.166667,10.964310
735500.208333,9.542993
735500.250000,9.130661
735500.291667,8.817677
735500.333333,8.667471
735500.375000,8.083101
735500.416667,7.531773
735500.458333,7.415522
735500.500000,6.998310
735500.541667,7.295485
735500.583333,8.288246
735500.625000,7.539590
735500.666667,7.721970
735500.708333,7.907630
735500.750000,7.676518
735500.791667,8.015006
735500.833333,7.959520
735500.875000,7.647873
735500.916667,7.216621
735500.958333,6.662665
735501.000000,6.831244
735501.041667,7.658509
735501.083333,7.429935
735501.125000,6.806391
735501.166667,7.205274
735501.208333,6.945604
735501.250000,6.547859
735501.291667,6.280702
735501.333333,5.893331
735501.375000,5.673579
735501.416667,5.669486
