TEMP01, '2000-01-01-00:00:00' 
730521.970000,13.354283
730522.300000,13.338060
730522.630000,13.297106
730522.960000,13.281639
730523.290000,13.245000
730523.620000,13.244157
730523.950000,13.203171
730524.280000,13.159119
730524.610000,13.125056
730524.940000,13.084447
730525.270000,13.056975
730525.600000,13.037227
730525.930000,13.012025
730526.260000,12.978119
730526.590000,12.959140
730526.920000,12.920462
730527.250000,12.903560
730527.580000,12.863532
730527.910000,12.828295
730528.240000,12.798815
730528.570000,12.785341
730528.900000,12.735475
730529.230000,12.704533
730529.560000,12.681482
730529.890000,12.646161
730530.220000,12.617619
730530.550000,12.585094
730530.880000,12.559608
730531.210000,12.518048
730531.540000,12.488611
730531.870000,12.453579
730532.200000,12.445308
730532.530000,12.383256
730532.860000,12.353421
730533.190000,12.316191
730533.520000,12.271466
730533.850000,12.250273
730534.180000,12.196368
730534.510000,12.163388
730534.840000,12.128006
730535.170000,12.110326
730535.500000,12.078983
730535.830000,12.019093
730536.160000,12.000453
730536.490000,11.955809
730536.820000,11.923667
730537.150000,11.894635
730537.480000,11.864309
730537.810000,11.800481
730538.140000,11.772789
730538.470000,11.737852
730538.800000,11.701379
730539.130000,11.660844
730539.460000,11.628826
730539.790000,11.570404
730540.120000,11.568997
730540.450000,11.499875
730540.780000,11.472569
730541.110000,11.418410
730541.440000,11.393209
730541.770000,11.358485
730542.100000,11.307925
730542.430000,11.267911
730542.760000,11.220641
730543.090000,11.194289
730543.420000,11.154871
730543.750000,11.117261
730544.080000,11.062638
730544.410000,10.999018
730544.740000,10.976656
730545.070000,10.950750
730545.400000,10.906633
730545.730000,10.867578
730546.060000,10.795049
730546.390000,10.746371
730546.720000,10.708644
730547.050000,10.664007
730547.380000,10.623944
730547.710000,10.595478
730548.040000,10.546089
730548.370000,10.491510
730548.700000,10.457149
730549.030000,10.407925
730549.360000,10.346813
730549.690000,10.326351
730550.020000,10.282394
730550.350000,10.232917
730550.680000,10.203081
730551.010000,10.125038
730551.340000,10.110623
730551.670000,10.030716
730552.000000,9.982374
730552.330000,9.948901
730552.660000,9.900247
730552.990000,9.843846
730553.320000,9.824992
730553.650000,9.757773
730553.980000,9.729741
730554.310000,9.658198
730554.640000,9.610053
730554.970000,9.558505
730555.300000,9.522633
730555.630000,9.462142
730555.960000,9.434809
730556.290000,9.378329
730556.620000,9.345509
730556.950000,9.288149
730557.280000,9.239213
730557.610000,9.162991
730557.940000,9.121373
730558.270000,9.069118
730558.600000,9.023487
730558.930000,8.950785
730559.260000,8.900885
730559.590000,8.843433
730559.920000,8.807690
730560.250000,8.752678
730560.580000,8.700710
730560.910000,8.644255
730561.240000,8.577853
730561.570000,8.526493
730561.900000,8.495480
730562.230000,8.445296
730562.560000,8.385375
730562.890000,8.348127
730563.220000,8.299467
730563.550000,8.212669
730563.880000,8.150644
730564.210000,8.110512
730564.540000,8.053656
730564.870000,8.011350
730565.200000,7.961989
730565.530000,7.888006
730565.860000,7.837554
730566.190000,7.774706
730566.520000,7.737524
730566.850000,7.681923
730567.180000,7.605883
730567.510000,7.549508
730567.840000,7.487654
730568.170000,7.440946
730568.500000,7.385578
730568.830000,7.339583
730569.160000,7.255543
730569.490000,7.222597
730569.820000,7.135689
730570.150000,7.090721
730570.480000,7.045202
730570.810000,6.982466
730571.140000,6.913308
730571.470000,6.854695
730571.800000,6.824195
730572.130000,6.759963
730572.460000,6.688401
730572.790000,6.655013
730573.120000,6.577116
730573.450000,6.526961
730573.780000,6.452643
730574.110000,6.403319
730574.440000,6.345951
730574.770000,6.277639
730575.100000,6.212453
730575.430000,6.154290
730575.760000,6.075677
730576.090000,6.027517
730576.420000,5.976873
730576.750000,5.890804
730577.080000,5.844403
730577.410000,5.767527
730577.740000,5.714571
730578.070000,5.647547
730578.400000,5.585029
730578.730000,5.518653
730579.060000,5.468131
730579.390000,5.425911
730579.720000,5.361947
730580.050000,5.294457
730580.380000,5.210651
730580.710000,5.161515
730581.040000,5.117420
730581.370000,5.029944
730581.700000,4.975492
730582.030000,4.902119
730582.360000,4.870458
730582.690000,4.772066
730583.020000,4.733529
730583.350000,4.683841
730583.680000,4.618450
730584.010000,4.529917
730584.340000,4.469882
730584.670000,4.414085
730585.000000,4.343471
730585.330000,4.262849
730585.660000,4.205591
730585.990000,4.135387
730586.320000,4.088852
730586.650000,4.010983
730586.980000,3.947077
730587.310000,3.871147
730587.640000,3.805558
730587.970000,3.736548
730588.300000,3.684101
730588.630000,3.620988
730588.960000,3.549465
730589.290000,3.488744
730589.620000,3.399024
730589.950000,3.339786
730590.280000,3.290270
730590.610000,3.197812
730590.940000,3.133702
730591.270000,3.079189
730591.600000,3.013246
730591.930000,2.960860
730592.260000,2.860737
730592.590000,2.789156
730592.920000,2.736614
730593.250000,2.681197
730593.580000,2.613293
730593.910000,2.524082
730594.240000,2.469146
730594.570000,2.394851
730594.900000,2.319373
730595.230000,2.260167
730595.560000,2.182373
730595.890000,2.136451
730596.220000,2.055908
730596.550000,2.001696
730596.880000,1.914308
730597.210000,1.838428
730597.540000,1.755169
730597.870000,1.685668
730598.200000,1.631271
730598.530000,1.562757
730598.860000,1.490384
730599.190000,1.411623
730599.520000,1.345115
730599.850000,1.268749
730600.180000,1.219279
730600.510000,1.152055
730600.840000,1.065881
730601.170000,0.991008
730601.500000,0.937349
730601.830000,0.864198
730602.160000,0.792820
730602.490000,0.732064
730602.820000,0.646021
730603.150000,0.581042
730603.480000,0.517951
730603.810000,0.436358
730604.140000,0.382320
730604.470000,0.300603
730604.800000,0.239693
730605.130000,0.157242
730605.460000,0.067413
730605.790000,-0.012989
730606.120000,-0.073270
730606.450000,-0.133636
730606.780000,-0.211992
730607.110000,-0.304456
730607.440000,-0.349405
730607.770000,-0.420853
730608.100000,-0.498703
730608.430000,-0.547848
730608.760000,-0.652516
730609.090000,-0.704992
730609.420000,-0.777993
730609.750000,-0.846735
730610.080000,-0.918828
730610.410000,-1.006925
730610.740000,-1.063169
730611.070000,-1.130841
730611.400000,-1.232335
730611.730000,-1.287760
730612.060000,-1.354357
730612.390000,-1.429624
730612.720000,-1.515101
730613.050000,-1.596332
730613.380000,-1.657242
730613.710000,-1.712403
730614.040000,-1.797434
730614.370000,-1.877274
730614.700000,-1.947258
730615.030000,-2.012518
730615.360000,-2.107544
730615.690000,-2.158547
730616.020000,-2.228750
730616.350000,-2.315660
730616.680000,-2.380768
730617.010000,-2.416477
730617.340000,-2.502435
730617.670000,-2.598088
730618.000000,-2.663731
730618.330000,-2.727159
730618.660000,-2.806565
730618.990000,-2.880162
730619.320000,-2.958407
730619.650000,-3.030231
730619.980000,-3.108925
730620.310000,-3.175931
730620.640000,-3.264379
730620.970000,-3.332665
730621.300000,-3.420322
730621.630000,-3.483223
730621.960000,-3.557477
730622.290000,-3.640806
730622.620000,-3.699374
730622.950000,-3.745499
730623.280000,-3.828325
730623.610000,-3.904022
730623.940000,-4.005131
730624.270000,-4.056785
730624.600000,-4.117162
730624.930000,-4.211700
730625.260000,-4.268448
730625.590000,-4.351138
730625.920000,-4.411554
730626.250000,-4.488752
730626.580000,-4.550428
730626.910000,-4.629612
730627.240000,-4.689618
730627.570000,-4.769974
730627.900000,-4.875406
730628.230000,-4.920605
730628.560000,-5.001461
730628.890000,-5.089440
730629.220000,-5.146205
730629.550000,-5.230742
730629.880000,-5.287201
730630.210000,-5.364409
730630.540000,-5.423345
730630.870000,-5.497927
730631.200000,-5.589294
730631.530000,-5.652571
730631.860000,-5.717955
730632.190000,-5.814141
730632.520000,-5.873882
730632.850000,-5.974048
730633.180000,-6.049721
730633.510000,-6.120376
730633.840000,-6.165150
730634.170000,-6.239667
730634.500000,-6.334382
730634.830000,-6.423624
730635.160000,-6.481075
730635.490000,-6.552825
730635.820000,-6.600412
730636.150000,-6.702891
730636.480000,-6.725802
730636.810000,-6.812238
730637.140000,-6.893422
730637.470000,-6.980547
730637.800000,-7.012863
730638.130000,-7.092765
730638.460000,-7.173359
730638.790000,-7.260574
730639.120000,-7.309276
730639.450000,-7.393675
730639.780000,-7.448346
730640.110000,-7.505536
730640.440000,-7.594107
730640.770000,-7.707055
730641.100000,-7.751404
730641.430000,-7.824966
730641.760000,-7.885075
730642.090000,-7.967157
730642.420000,-8.023748
730642.750000,-8.118055
730643.080000,-8.179174
730643.410000,-8.241014
730643.740000,-8.311917
730644.070000,-8.369939
730644.400000,-8.452200
730644.730000,-8.539563
730645.060000,-8.616855
730645.390000,-8.681003
730645.720000,-8.762372
730646.050000,-8.822911
730646.380000,-8.893387
730646.710000,-8.943165
730647.040000,-9.029033
730647.370000,-9.101515
730647.700000,-9.157548
730648.030000,-9.220869
730648.360000,-9.296390
730648.690000,-9.356381
730649.020000,-9.417991
730649.350000,-9.500132
730649.680000,-9.576310
730650.010000,-9.660769
730650.340000,-9.725601
730650.670000,-9.779497
730651.000000,-9.848872
730651.330000,-9.936320
730651.660000,-9.983258
730651.990000,-10.066159
730652.320000,-10.105900
730652.650000,-10.207515
730652.980000,-10.261174
730653.310000,-10.325375
730653.640000,-10.385237
730653.970000,-10.457953
730654.300000,-10.538655
730654.630000,-10.581287
730654.960000,-10.647959
730655.290000,-10.715257
730655.620000,-10.806125
730655.950000,-10.891406
730656.280000,-10.918366
730656.610000,-10.992367
730656.940000,-11.069918
730657.270000,-11.126655
730657.600000,-11.215073
730657.930000,-11.258441
730658.260000,-11.298623
730658.590000,-11.380883
730658.920000,-11.455306
730659.250000,-11.529048
730659.580000,-11.577039
730659.910000,-11.646093
730660.240000,-11.724863
730660.570000,-11.782272
730660.900000,-11.838417
730661.230000,-11.898105
730661.560000,-11.986109
730661.890000,-12.034008
730662.220000,-12.104597
730662.550000,-12.161687
730662.880000,-12.239630
730663.210000,-12.286275
730663.540000,-12.389665
730663.870000,-12.419302
730664.200000,-12.486429
730664.530000,-12.545577
730664.860000,-12.615708
730665.190000,-12.684321
730665.520000,-12.748450
730665.850000,-12.798749
730666.180000,-12.855587
730666.510000,-12.922919
730666.840000,-12.986501
730667.170000,-13.046977
730667.500000,-13.096924
730667.830000,-13.168913
730668.160000,-13.244916
730668.490000,-13.302556
730668.820000,-13.358493
730669.150000,-13.399689
730669.480000,-13.467644
730669.810000,-13.527525
730670.140000,-13.584625
730670.470000,-13.660686
730670.800000,-13.708919
730671.130000,-13.768677
730671.460000,-13.840753
730671.790000,-13.874630
730672.120000,-13.962308
730672.450000,-14.004487
730672.780000,-14.073291
730673.110000,-14.144093
730673.440000,-14.199269
730673.770000,-14.244823
730674.100000,-14.317926
730674.430000,-14.366058
730674.760000,-14.433077
730675.090000,-14.483396
730675.420000,-14.536732
730675.750000,-14.611454
730676.080000,-14.668111
730676.410000,-14.718237
730676.740000,-14.775008
730677.070000,-14.828346
730677.400000,-14.897902
730677.730000,-14.950894
730678.060000,-15.015584
730678.390000,-15.059320
730678.720000,-15.113520
730679.050000,-15.176855
730679.380000,-15.222195
730679.710000,-15.275487
730680.040000,-15.351892
730680.370000,-15.380491
730680.700000,-15.445421
730681.030000,-15.492931
730681.360000,-15.550517
730681.690000,-15.615266
730682.020000,-15.659891
730682.350000,-15.718528
730682.680000,-15.779827
730683.010000,-15.839690
730683.340000,-15.905759
730683.670000,-15.947798
730684.000000,-15.991059
730684.330000,-16.065884
730684.660000,-16.066746
730684.990000,-16.131127
730685.320000,-16.184974
730685.650000,-16.224369
730685.980000,-16.262834
730686.310000,-16.353493
730686.640000,-16.406030
730686.970000,-16.472082
730687.300000,-16.500406
730687.630000,-16.564395
730687.960000,-16.600430
730688.290000,-16.654654
730688.620000,-16.681671
730688.950000,-16.756796
730689.280000,-16.786595
730689.610000,-16.855130
730689.940000,-16.909436
730690.270000,-16.939827
730690.600000,-16.982297
730690.930000,-17.033464
730691.260000,-17.098962
730691.590000,-17.129176
730691.920000,-17.208880
730692.250000,-17.234878
730692.580000,-17.278714
730692.910000,-17.340164
730693.240000,-17.372749
730693.570000,-17.431677
730693.900000,-17.466842
730694.230000,-17.538646
730694.560000,-17.586397
730694.890000,-17.620448
730695.220000,-17.676879
730695.550000,-17.696120
730695.880000,-17.751968
730696.210000,-17.792679
730696.540000,-17.852609
730696.870000,-17.882776
730697.200000,-17.934715
730697.530000,-17.970069
730697.860000,-18.035991
730698.190000,-18.063811
730698.520000,-18.102958
730698.850000,-18.157022
730699.180000,-18.195943
730699.510000,-18.257922
730699.840000,-18.277676
730700.170000,-18.328647
730700.500000,-18.368320
730700.830000,-18.409863
730701.160000,-18.435050
730701.490000,-18.489967
730701.820000,-18.549517
730702.150000,-18.555399
730702.480000,-18.624977
730702.810000,-18.654699
730703.140000,-18.688538
730703.470000,-18.745738
730703.800000,-18.785742
730704.130000,-18.807969
730704.460000,-18.840603
730704.790000,-18.891832
730705.120000,-18.926811
730705.450000,-18.956820
730705.780000,-18.993880
730706.110000,-19.055889
730706.440000,-19.073696
730706.770000,-19.156136
730707.100000,-19.169939
730707.430000,-19.197991
730707.760000,-19.257495
730708.090000,-19.284550
730708.420000,-19.328438
730708.750000,-19.334066
730709.080000,-19.374746
730709.410000,-19.436132
730709.740000,-19.463124
730710.070000,-19.509273
730710.400000,-19.551731
730710.730000,-19.594206
730711.060000,-19.618142
730711.390000,-19.628185
730711.720000,-19.668274
730712.050000,-19.721316
730712.380000,-19.744116
730712.710000,-19.768348
730713.040000,-19.819859
730713.370000,-19.847356
730713.700000,-19.890471
730714.030000,-19.916343
730714.360000,-19.944055
730714.690000,-19.964284
730715.020000,-19.997020
730715.350000,-20.041301
730715.680000,-20.072813
730716.010000,-20.092481
730716.340000,-20.134237
730716.670000,-20.166967
730717.000000,-20.195061
730717.330000,-20.227938
730717.660000,-20.256682
730717.990000,-20.286259
730718.320000,-20.332409
730718.650000,-20.334187
730718.980000,-20.375953
730719.310000,-20.401507
730719.640000,-20.439913
730719.970000,-20.431610
730720.300000,-20.463535
730720.630000,-20.505571
730720.960000,-20.540852
730721.290000,-20.571719
730721.620000,-20.589714
730721.950000,-20.620843
730722.280000,-20.661787
730722.610000,-20.668629
730722.940000,-20.708935
730723.270000,-20.734051
730723.600000,-20.751121
730723.930000,-20.814043
730724.260000,-20.809449
730724.590000,-20.842973
730724.920000,-20.868404
730725.250000,-20.899847
730725.580000,-20.932647
730725.910000,-20.958249
730726.240000,-20.963664
730726.570000,-20.996410
730726.900000,-21.025205
730727.230000,-21.058710
730727.560000,-21.072028
730727.890000,-21.094062
730728.220000,-21.088736
730728.550000,-21.132125
730728.880000,-21.165215
730729.210000,-21.188856
730729.540000,-21.222149
730729.870000,-21.226951
730730.200000,-21.243132
730730.530000,-21.283044
730730.860000,-21.291646
730731.190000,-21.319811
730731.520000,-21.338368
730731.850000,-21.365734
730732.180000,-21.383818
730732.510000,-21.377488
730732.840000,-21.407999
730733.170000,-21.431319
730733.500000,-21.462444
730733.830000,-21.463142
730734.160000,-21.498693
730734.490000,-21.513099
730734.820000,-21.530630
730735.150000,-21.547640
730735.480000,-21.583739
730735.810000,-21.611149
730736.140000,-21.614070
730736.470000,-21.624824
730736.800000,-21.648822
730737.130000,-21.642732
730737.460000,-21.672024
730737.790000,-21.701551
730738.120000,-21.707174
730738.450000,-21.735096
730738.780000,-21.746198
730739.110000,-21.769012
730739.440000,-21.774144
730739.770000,-21.791415
730740.100000,-21.807435
730740.430000,-21.826503
730740.760000,-21.821923
730741.090000,-21.838370
730741.420000,-21.872566
730741.750000,-21.890587
730742.080000,-21.902335
730742.410000,-21.902359
730742.740000,-21.939562
730743.070000,-21.950521
730743.400000,-21.952505
730743.730000,-21.992141
730744.060000,-21.978013
730744.390000,-21.987358
730744.720000,-22.013462
730745.050000,-22.030519
730745.380000,-22.018538
730745.710000,-22.065221
730746.040000,-22.051760
730746.370000,-22.089201
730746.700000,-22.076312
730747.030000,-22.103754
730747.360000,-22.097375
730747.690000,-22.121393
730748.020000,-22.145172
730748.350000,-22.146704
730748.680000,-22.152283
730749.010000,-22.162449
730749.340000,-22.163222
730749.670000,-22.164187
730750.000000,-22.188082
730750.330000,-22.216968
730750.660000,-22.223420
730750.990000,-22.232606
730751.320000,-22.230085
730751.650000,-22.248997
730751.980000,-22.242695
730752.310000,-22.248061
730752.640000,-22.242726
730752.970000,-22.278851
730753.300000,-22.288492
730753.630000,-22.287931
730753.960000,-22.311763
730754.290000,-22.302260
730754.620000,-22.304166
730754.950000,-22.314855
730755.280000,-22.320705
730755.610000,-22.327037
730755.940000,-22.333863
730756.270000,-22.339663
730756.600000,-22.351985
730756.930000,-22.361131
730757.260000,-22.357271
730757.590000,-22.362981
730757.920000,-22.374957
730758.250000,-22.373913
730758.580000,-22.381335
730758.910000,-22.405119
730759.240000,-22.392887
730759.570000,-22.379625
730759.900000,-22.394641
730760.230000,-22.390207
730760.560000,-22.404984
730760.890000,-22.419037
730761.220000,-22.420991
730761.550000,-22.415920
730761.880000,-22.434879
730762.210000,-22.445270
730762.540000,-22.436741
730762.870000,-22.441221
730763.200000,-22.464055
730763.530000,-22.432155
730763.860000,-22.437991
730764.190000,-22.440663
730764.520000,-22.454604
730764.850000,-22.458590
730765.180000,-22.465693
730765.510000,-22.469671
730765.840000,-22.435429
730766.170000,-22.474446
730766.500000,-22.460730
730766.830000,-22.475743
730767.160000,-22.455367
730767.490000,-22.448835
730767.820000,-22.438966
730768.150000,-22.454988
730768.480000,-22.468902
730768.810000,-22.463155
730769.140000,-22.479828
730769.470000,-22.473018
730769.800000,-22.486362
730770.130000,-22.454145
730770.460000,-22.461349
730770.790000,-22.474729
730771.120000,-22.463410
730771.450000,-22.476250
730771.780000,-22.456881
730772.110000,-22.461468
730772.440000,-22.472772
730772.770000,-22.457073
730773.100000,-22.438599
730773.430000,-22.471811
730773.760000,-22.466357
730774.090000,-22.430562
730774.420000,-22.440208
730774.750000,-22.430679
730775.080000,-22.447822
730775.410000,-22.438992
730775.740000,-22.421996
730776.070000,-22.443597
730776.400000,-22.429599
730776.730000,-22.427211
730777.060000,-22.417320
730777.390000,-22.461759
730777.720000,-22.447068
730778.050000,-22.450977
730778.380000,-22.440800
730778.710000,-22.454346
730779.040000,-22.410217
730779.370000,-22.428655
730779.700000,-22.424663
730780.030000,-22.416734
730780.360000,-22.424677
730780.690000,-22.413883
730781.020000,-22.394215
730781.350000,-22.399755
730781.680000,-22.407475
730782.010000,-22.396068
730782.340000,-22.399405
730782.670000,-22.396838
730783.000000,-22.373312
730783.330000,-22.378587
730783.660000,-22.360155
730783.990000,-22.359417
730784.320000,-22.362531
730784.650000,-22.381114
730784.980000,-22.364613
730785.310000,-22.346008
730785.640000,-22.348889
730785.970000,-22.327155
730786.300000,-22.330157
730786.630000,-22.330550
730786.960000,-22.308683
730787.290000,-22.331343
730787.620000,-22.308330
730787.950000,-22.299586
730788.280000,-22.309484
730788.610000,-22.278774
730788.940000,-22.295153
730789.270000,-22.278609
730789.600000,-22.269378
730789.930000,-22.267264
730790.260000,-22.271505
730790.590000,-22.240602
730790.920000,-22.236720
730791.250000,-22.254644
730791.580000,-22.223177
730791.910000,-22.217178
730792.240000,-22.198117
730792.570000,-22.245037
730792.900000,-22.210388
730793.230000,-22.209758
730793.560000,-22.192635
730793.890000,-22.208194
730794.220000,-22.180140
730794.550000,-22.194738
730794.880000,-22.191149
730795.210000,-22.149107
730795.540000,-22.135696
730795.870000,-22.145638
730796.200000,-22.145555
730796.530000,-22.142948
730796.860000,-22.133750
730797.190000,-22.124759
730797.520000,-22.100533
730797.850000,-22.107288
730798.180000,-22.097960
730798.510000,-22.104874
730798.840000,-22.100224
730799.170000,-22.061572
730799.500000,-22.099092
730799.830000,-22.082250
730800.160000,-22.066042
730800.490000,-22.057788
730800.820000,-22.053692
730801.150000,-22.043700
730801.480000,-22.009164
730801.810000,-22.030505
730802.140000,-22.020561
730802.470000,-22.007440
730802.800000,-22.006501
730803.130000,-22.008210
730803.460000,-22.013395
730803.790000,-21.998040
730804.120000,-21.986926
730804.450000,-21.991347
730804.780000,-21.987144
730805.110000,-21.961015
730805.440000,-21.957269
730805.770000,-21.944883
730806.100000,-21.922327
730806.430000,-21.924046
730806.760000,-21.930896
730807.090000,-21.898506
730807.420000,-21.905174
730807.750000,-21.888336
730808.080000,-21.910051
730808.410000,-21.893349
730808.740000,-21.873995
730809.070000,-21.875813
730809.400000,-21.881896
730809.730000,-21.872654
730810.060000,-21.867658
730810.390000,-21.849229
730810.720000,-21.856384
730811.050000,-21.823341
730811.380000,-21.816150
730811.710000,-21.809569
730812.040000,-21.808280
730812.370000,-21.808304
730812.700000,-21.802425
730813.030000,-21.770276
730813.360000,-21.784543
730813.690000,-21.767571
730814.020000,-21.775376
730814.350000,-21.778667
730814.680000,-21.743136
730815.010000,-21.769994
730815.340000,-21.745511
730815.670000,-21.734745
730816.000000,-21.720922
730816.330000,-21.729646
730816.660000,-21.733345
730816.990000,-21.711537
730817.320000,-21.700550
730817.650000,-21.702267
730817.980000,-21.686010
730818.310000,-21.703203
730818.640000,-21.685557
730818.970000,-21.707412
730819.300000,-21.689807
730819.630000,-21.664794
730819.960000,-21.651403
730820.290000,-21.651701
730820.620000,-21.655771
730820.950000,-21.634964
730821.280000,-21.634140
730821.610000,-21.590095
730821.940000,-21.602460
730822.270000,-21.606568
730822.600000,-21.619195
730822.930000,-21.597395
730823.260000,-21.600164
730823.590000,-21.596556
730823.920000,-21.578239
730824.250000,-21.593366
730824.580000,-21.597468
730824.910000,-21.573961
730825.240000,-21.570271
730825.570000,-21.575461
730825.900000,-21.557480
730826.230000,-21.567281
730826.560000,-21.570745
730826.890000,-21.535009
730827.220000,-21.531245
730827.550000,-21.549646
730827.880000,-21.533172
730828.210000,-21.537222
730828.540000,-21.552383
730828.870000,-21.532018
730829.200000,-21.528615
730829.530000,-21.505857
730829.860000,-21.524382
730830.190000,-21.512086
730830.520000,-21.492935
730830.850000,-21.514480
730831.180000,-21.512681
730831.510000,-21.484834
730831.840000,-21.484825
730832.170000,-21.491536
730832.500000,-21.503799
730832.830000,-21.470785
730833.160000,-21.482519
730833.490000,-21.480603
730833.820000,-21.485294
730834.150000,-21.477377
730834.480000,-21.482498
730834.810000,-21.471273
730835.140000,-21.464747
730835.470000,-21.460106
730835.800000,-21.480703
730836.130000,-21.458813
730836.460000,-21.469935
730836.790000,-21.463289
730837.120000,-21.452191
730837.450000,-21.475770
730837.780000,-21.464455
730838.110000,-21.467627
730838.440000,-21.472740
730838.770000,-21.459410
730839.100000,-21.455728
730839.430000,-21.452295
730839.760000,-21.482878
730840.090000,-21.449068
730840.420000,-21.429522
730840.750000,-21.435050
730841.080000,-21.453828
730841.410000,-21.455433
730841.740000,-21.455954
730842.070000,-21.447267
730842.400000,-21.459827
730842.730000,-21.440868
730843.060000,-21.443648
730843.390000,-21.471978
730843.720000,-21.488934
730844.050000,-21.471532
730844.380000,-21.457795
730844.710000,-21.455587
730845.040000,-21.478814
730845.370000,-21.459506
730845.700000,-21.469093
730846.030000,-21.460862
730846.360000,-21.466893
730846.690000,-21.471196
730847.020000,-21.462005
730847.350000,-21.467548
730847.680000,-21.480647
730848.010000,-21.479008
730848.340000,-21.482076
730848.670000,-21.486018
730849.000000,-21.502353
730849.330000,-21.480706
730849.660000,-21.502748
730849.990000,-21.511421
730850.320000,-21.486493
730850.650000,-21.518604
730850.980000,-21.529804
730851.310000,-21.564297
730851.640000,-21.542623
730851.970000,-21.536367
730852.300000,-21.551923
730852.630000,-21.545125
730852.960000,-21.557925
730853.290000,-21.570813
730853.620000,-21.576019
730853.950000,-21.581287
730854.280000,-21.573174
730854.610000,-21.586453
730854.940000,-21.588827
730855.270000,-21.586975
730855.600000,-21.623303
730855.930000,-21.606199
730856.260000,-21.604382
730856.590000,-21.609195
730856.920000,-21.629423
730857.250000,-21.629497
730857.580000,-21.644631
730857.910000,-21.654845
730858.240000,-21.652663
730858.570000,-21.674184
730858.900000,-21.683846
730859.230000,-21.689646
730859.560000,-21.703235
730859.890000,-21.701409
730860.220000,-21.726672
730860.550000,-21.732246
730860.880000,-21.738911
730861.210000,-21.737458
730861.540000,-21.751247
730861.870000,-21.765604
730862.200000,-21.767704
730862.530000,-21.792737
730862.860000,-21.795607
730863.190000,-21.807465
730863.520000,-21.824408
730863.850000,-21.844455
730864.180000,-21.846094
730864.510000,-21.857782
730864.840000,-21.884890
730865.170000,-21.868838
730865.500000,-21.885073
730865.830000,-21.913768
730866.160000,-21.920083
730866.490000,-21.934200
730866.820000,-21.951891
730867.150000,-21.953930
730867.480000,-21.971654
730867.810000,-22.002361
730868.140000,-21.993321
730868.470000,-21.997198
730868.800000,-22.021036
730869.130000,-22.052987
730869.460000,-22.043119
730869.790000,-22.087511
730870.120000,-22.077815
730870.450000,-22.106629
730870.780000,-22.107758
730871.110000,-22.139229
730871.440000,-22.137131
730871.770000,-22.156552
730872.100000,-22.163111
730872.430000,-22.208600
730872.760000,-22.203103
730873.090000,-22.233943
730873.420000,-22.246634
730873.750000,-22.274107
730874.080000,-22.284652
730874.410000,-22.308764
730874.740000,-22.339618
730875.070000,-22.339885
730875.400000,-22.363880
730875.730000,-22.384368
730876.060000,-22.397257
730876.390000,-22.419723
730876.720000,-22.437055
730877.050000,-22.463496
730877.380000,-22.488064
730877.710000,-22.485452
730878.040000,-22.494763
730878.370000,-22.537538
730878.700000,-22.542109
730879.030000,-22.570445
730879.360000,-22.590718
