DISP01, '2000-01-01-00:00:00' 
730590.280000,17.465083
730590.610000,17.391836
730590.940000,17.347258
730591.270000,17.282541
730591.600000,17.219540
730591.930000,17.121488
730592.260000,17.029958
730592.590000,17.005559
730592.920000,16.949760
730593.250000,16.875086
730593.580000,16.772440
730593.910000,16.707964
730594.240000,16.650545
730594.570000,16.560516
730594.900000,16.507694
730595.230000,16.411685
730595.560000,16.338698
730595.890000,16.293571
730596.220000,16.216690
730596.550000,16.114947
730596.880000,16.074765
730597.210000,15.983740
730597.540000,15.883517
730597.870000,15.848896
730598.200000,15.765305
730598.530000,15.680091
730598.860000,15.623082
730599.190000,15.550497
730599.520000,15.466874
730599.850000,15.400794
730600.180000,15.315948
730600.510000,15.265517
730600.840000,15.183640
730601.170000,15.133016
730601.500000,15.021059
730601.830000,14.964245
730602.160000,14.873465
730602.490000,14.787337
730602.820000,14.735341
730603.150000,14.642143
730603.480000,14.583136
730603.810000,14.496485
730604.140000,14.443226
730604.470000,14.363211
730604.800000,14.291585
730605.130000,14.188916
730605.460000,14.107833
730605.790000,14.022744
730606.120000,13.946543
730606.450000,13.873152
730606.780000,13.805907
730607.110000,13.711754
730607.440000,13.631775
730607.770000,13.587324
730608.100000,13.509466
730608.430000,13.423060
730608.760000,13.361821
730609.090000,13.267756
730609.420000,13.174033
730609.750000,13.102764
730610.080000,13.031737
730610.410000,12.957463
730610.740000,12.883803
730611.070000,12.799805
730611.400000,12.718940
730611.730000,12.646467
730612.060000,12.568586
730612.390000,12.484118
730612.720000,12.402823
730613.050000,12.303736
730613.380000,12.207675
730613.710000,12.149896
730614.040000,12.088017
730614.370000,12.019967
730614.700000,11.921707
730615.030000,11.848342
730615.360000,11.783887
730615.690000,11.671044
730616.020000,11.611868
730616.350000,11.510712
730616.680000,11.451984
730617.010000,11.383758
730617.340000,11.326567
730617.670000,11.230545
730618.000000,11.128441
730618.330000,11.059538
730618.660000,10.982789
730618.990000,10.879986
730619.320000,10.809910
730619.650000,10.750537
730619.980000,10.637819
730620.310000,10.567104
730620.640000,10.486832
730620.970000,10.406963
730621.300000,10.305360
730621.630000,10.240331
730621.960000,10.136138
730622.290000,10.062278
730622.620000,10.010922
730622.950000,9.923609
730623.280000,9.868200
730623.610000,9.754187
730623.940000,9.664595
730624.270000,9.604637
730624.600000,9.519840
730624.930000,9.454946
730625.260000,9.361809
730625.590000,9.290058
730625.920000,9.196920
730626.250000,9.129400
730626.580000,9.054671
730626.910000,9.002677
730627.240000,8.891104
730627.570000,8.816315
730627.900000,8.707023
730628.230000,8.644558
730628.560000,8.558994
730628.890000,8.477028
730629.220000,8.421438
730629.550000,8.327256
730629.880000,8.248603
730630.210000,8.169770
730630.540000,8.105591
730630.870000,8.041968
730631.200000,7.930119
730631.530000,7.872093
730631.860000,7.787531
730632.190000,7.681666
730632.520000,7.589268
730632.850000,7.508373
730633.180000,7.404068
730633.510000,7.339688
730633.840000,7.255735
730634.170000,7.188283
730634.500000,7.098892
730634.830000,7.004319
730635.160000,6.950178
730635.490000,6.895027
730635.820000,6.805056
730636.150000,6.742523
730636.480000,6.677140
730636.810000,6.594752
730637.140000,6.482904
730637.470000,6.412131
730637.800000,6.350991
730638.130000,6.293194
730638.460000,6.193895
730638.790000,6.123874
730639.120000,6.049612
730639.450000,5.991648
730639.780000,5.913015
730640.110000,5.834580
730640.440000,5.751489
730640.770000,5.650889
730641.100000,5.589636
730641.430000,5.502554
730641.760000,5.426707
730642.090000,5.343985
730642.420000,5.253372
730642.750000,5.195659
730643.080000,5.121162
730643.410000,5.049577
730643.740000,4.976570
730644.070000,4.900802
730644.400000,4.837940
730644.730000,4.720514
730645.060000,4.670546
730645.390000,4.588816
730645.720000,4.491498
730646.050000,4.432685
730646.380000,4.362259
730646.710000,4.307672
730647.040000,4.224697
730647.370000,4.162860
730647.700000,4.046128
730648.030000,3.997612
730648.360000,3.943443
730648.690000,3.872962
730649.020000,3.822257
730649.350000,3.741248
730649.680000,3.677796
730650.010000,3.574930
730650.340000,3.519049
730650.670000,3.438545
730651.000000,3.362580
730651.330000,3.267069
730651.660000,3.203761
730651.990000,3.140881
730652.320000,3.095427
730652.650000,3.002934
730652.980000,2.942466
730653.310000,2.851750
730653.640000,2.785413
730653.970000,2.726583
730654.300000,2.631429
730654.630000,2.575116
730654.960000,2.527139
730655.290000,2.464291
730655.620000,2.410141
730655.950000,2.336324
730656.280000,2.249970
730656.610000,2.212411
730656.940000,2.130380
730657.270000,2.047678
730657.600000,1.974866
730657.930000,1.937476
730658.260000,1.911157
730658.590000,1.825456
730658.920000,1.723575
730659.250000,1.664345
730659.580000,1.605214
730659.910000,1.544310
730660.240000,1.481849
730660.570000,1.418523
730660.900000,1.377870
730661.230000,1.294099
730661.560000,1.248809
730661.890000,1.164406
730662.220000,1.123380
730662.550000,1.028310
730662.880000,0.960559
730663.210000,0.899027
730663.540000,0.844820
730663.870000,0.775635
730664.200000,0.736353
730664.530000,0.681709
730664.860000,0.585080
730665.190000,0.552112
730665.520000,0.477471
730665.850000,0.430722
730666.180000,0.366425
730666.510000,0.312905
730666.840000,0.236846
730667.170000,0.184608
730667.500000,0.139824
730667.830000,0.055627
730668.160000,-0.002985
730668.490000,-0.034962
730668.820000,-0.082646
730669.150000,-0.139049
730669.480000,-0.181796
730669.810000,-0.238214
730670.140000,-0.277706
730670.470000,-0.342589
730670.800000,-0.407594
730671.130000,-0.451526
730671.460000,-0.502110
730671.790000,-0.539450
730672.120000,-0.617154
730672.450000,-0.679557
730672.780000,-0.723184
730673.110000,-0.779147
730673.440000,-0.816669
730673.770000,-0.872655
730674.100000,-0.950689
730674.430000,-0.985068
730674.760000,-1.048856
730675.090000,-1.096141
730675.420000,-1.133091
730675.750000,-1.198659
730676.080000,-1.269060
730676.410000,-1.308627
730676.740000,-1.347813
730677.070000,-1.389987
730677.400000,-1.429022
730677.730000,-1.470300
730678.060000,-1.532614
730678.390000,-1.582848
730678.720000,-1.631261
730679.050000,-1.676429
730679.380000,-1.722978
730679.710000,-1.764849
730680.040000,-1.825503
730680.370000,-1.839804
730680.700000,-1.876765
730681.030000,-1.924606
730681.360000,-1.987702
730681.690000,-2.020703
730682.020000,-2.045268
730682.350000,-2.104383
730682.680000,-2.175850
730683.010000,-2.204499
730683.340000,-2.246032
730683.670000,-2.298356
730684.000000,-2.322117
730684.330000,-2.355891
730684.660000,-2.400269
730684.990000,-2.404847
730685.320000,-2.437029
730685.650000,-2.487716
730685.980000,-2.505643
730686.310000,-2.570218
730686.640000,-2.604400
730686.970000,-2.639678
730687.300000,-2.660550
730687.630000,-2.721901
730687.960000,-2.731934
730688.290000,-2.780303
730688.620000,-2.801065
730688.950000,-2.838264
730689.280000,-2.865498
730689.610000,-2.905139
730689.940000,-2.942138
730690.270000,-2.950962
730690.600000,-2.980823
730690.930000,-3.018075
730691.260000,-3.056830
730691.590000,-3.115746
730691.920000,-3.164466
730692.250000,-3.159934
730692.580000,-3.190961
730692.910000,-3.212491
730693.240000,-3.257134
730693.570000,-3.276287
730693.900000,-3.322710
730694.230000,-3.366738
730694.560000,-3.382945
730694.890000,-3.397517
730695.220000,-3.394890
730695.550000,-3.442129
730695.880000,-3.455763
730696.210000,-3.465327
730696.540000,-3.501474
730696.870000,-3.525712
730697.200000,-3.547226
730697.530000,-3.552202
730697.860000,-3.593132
730698.190000,-3.610334
730698.520000,-3.649190
730698.850000,-3.651527
730699.180000,-3.723201
730699.510000,-3.719572
730699.840000,-3.727696
730700.170000,-3.768384
730700.500000,-3.776637
730700.830000,-3.794668
730701.160000,-3.802582
730701.490000,-3.816701
730701.820000,-3.844895
730702.150000,-3.841755
730702.480000,-3.865916
730702.810000,-3.866920
730703.140000,-3.904845
730703.470000,-3.909590
730703.800000,-3.915820
730704.130000,-3.938153
730704.460000,-3.957366
730704.790000,-3.954584
730705.120000,-3.959571
730705.450000,-3.953305
730705.780000,-3.993423
730706.110000,-4.014340
730706.440000,-4.023096
730706.770000,-4.037214
730707.100000,-4.075348
730707.430000,-4.070002
730707.760000,-4.077388
730708.090000,-4.076917
730708.420000,-4.095400
730708.750000,-4.100691
730709.080000,-4.103573
730709.410000,-4.108725
730709.740000,-4.114728
730710.070000,-4.123570
730710.400000,-4.105284
730710.730000,-4.122647
730711.060000,-4.131704
730711.390000,-4.125529
730711.720000,-4.130021
730712.050000,-4.138294
730712.380000,-4.135934
730712.710000,-4.173792
730713.040000,-4.156813
730713.370000,-4.150530
730713.700000,-4.138772
730714.030000,-4.158393
730714.360000,-4.144674
730714.690000,-4.141584
730715.020000,-4.142363
730715.350000,-4.121039
730715.680000,-4.123235
730716.010000,-4.131438
730716.340000,-4.140703
730716.670000,-4.131623
730717.000000,-4.110840
730717.330000,-4.121324
730717.660000,-4.117409
730717.990000,-4.112792
730718.320000,-4.129646
730718.650000,-4.104975
730718.980000,-4.090342
730719.310000,-4.072614
730719.640000,-4.055757
730719.970000,-4.029446
730720.300000,-4.044384
730720.630000,-4.021952
730720.960000,-4.038454
730721.290000,-4.021138
730721.620000,-3.981528
730721.950000,-3.986680
730722.280000,-3.997453
730722.610000,-3.971805
730722.940000,-3.935415
730723.270000,-3.926040
730723.600000,-3.940836
730723.930000,-3.929063
730724.260000,-3.914248
730724.590000,-3.893276
730724.920000,-3.890872
730725.250000,-3.866170
730725.580000,-3.853928
730725.910000,-3.843332
730726.240000,-3.829031
730726.570000,-3.824147
730726.900000,-3.798724
730727.230000,-3.790775
730727.560000,-3.762123
730727.890000,-3.737740
730728.220000,-3.700877
730728.550000,-3.680248
730728.880000,-3.670777
730729.210000,-3.664983
730729.540000,-3.642704
730729.870000,-3.609624
730730.200000,-3.593201
730730.530000,-3.585856
730730.860000,-3.546365
730731.190000,-3.534889
730731.520000,-3.500494
730731.850000,-3.482855
730732.180000,-3.460351
730732.510000,-3.422768
730732.840000,-3.390041
730733.170000,-3.354067
730733.500000,-3.310418
730733.830000,-3.279098
730734.160000,-3.281153
730734.490000,-3.247271
730734.820000,-3.241740
730735.150000,-3.201598
730735.480000,-3.172763
730735.810000,-3.190778
730736.140000,-3.129117
730736.470000,-3.130867
730736.800000,-3.060524
730737.130000,-3.043134
730737.460000,-2.980314
730737.790000,-2.945645
730738.120000,-2.914065
730738.450000,-2.905072
730738.780000,-2.866492
730739.110000,-2.834766
730739.440000,-2.786519
730739.770000,-2.779214
730740.100000,-2.734831
730740.430000,-2.674166
730740.760000,-2.633732
730741.090000,-2.615058
730741.420000,-2.598607
730741.750000,-2.553604
730742.080000,-2.507762
730742.410000,-2.475348
730742.740000,-2.455495
730743.070000,-2.426929
730743.400000,-2.363916
730743.730000,-2.322706
730744.060000,-2.312673
730744.390000,-2.230771
730744.720000,-2.204110
730745.050000,-2.169422
730745.380000,-2.117643
730745.710000,-2.099924
730746.040000,-2.027535
730746.370000,-2.034468
730746.700000,-1.988877
730747.030000,-1.922848
730747.360000,-1.863736
730747.690000,-1.815710
730748.020000,-1.799458
730748.350000,-1.743431
730748.680000,-1.681993
730749.010000,-1.642164
730749.340000,-1.608618
730749.670000,-1.548804
730750.000000,-1.535746
730750.330000,-1.457458
730750.660000,-1.446088
730750.990000,-1.363025
730751.320000,-1.347110
730751.650000,-1.278402
730751.980000,-1.235741
730752.310000,-1.189707
730752.640000,-1.134751
730752.970000,-1.079011
730753.300000,-1.024390
730753.630000,-0.975425
730753.960000,-0.930955
730754.290000,-0.868929
730754.620000,-0.819555
730754.950000,-0.795297
730755.280000,-0.747682
730755.610000,-0.677626
730755.940000,-0.595384
730756.270000,-0.569241
730756.600000,-0.490281
730756.930000,-0.462780
730757.260000,-0.369448
730757.590000,-0.341991
730757.920000,-0.320838
730758.250000,-0.258863
730758.580000,-0.195407
730758.910000,-0.139347
730759.240000,-0.061119
730759.570000,0.021653
730759.900000,0.045753
730760.230000,0.126213
730760.560000,0.181036
730760.890000,0.202806
730761.220000,0.303544
730761.550000,0.315833
730761.880000,0.385443
730762.210000,0.451826
730762.540000,0.485944
730762.870000,0.562769
730763.200000,0.603119
730763.530000,0.677057
730763.860000,0.758837
730764.190000,0.805359
730764.520000,0.880464
730764.850000,0.923754
730765.180000,0.989896
730765.510000,1.077212
730765.840000,1.132445
730766.170000,1.151075
730766.500000,1.257621
730766.830000,1.307236
730767.160000,1.381362
730767.490000,1.446460
730767.820000,1.528368
730768.150000,1.571059
730768.480000,1.622525
730768.810000,1.692891
730769.140000,1.778011
730769.470000,1.850452
730769.800000,1.897633
730770.130000,1.987010
730770.460000,2.055662
730770.790000,2.099466
730771.120000,2.165780
730771.450000,2.225903
730771.780000,2.294454
730772.110000,2.378262
730772.440000,2.421256
730772.770000,2.513157
730773.100000,2.580713
730773.430000,2.636966
730773.760000,2.710340
730774.090000,2.789859
730774.420000,2.858741
730774.750000,2.943910
730775.080000,3.016141
730775.410000,3.082737
730775.740000,3.148448
730776.070000,3.232181
730776.400000,3.277803
730776.730000,3.332382
730777.060000,3.394726
730777.390000,3.471256
730777.720000,3.514186
730778.050000,3.609396
730778.380000,3.664204
730778.710000,3.744505
730779.040000,3.796785
730779.370000,3.877708
730779.700000,3.955226
730780.030000,4.035174
730780.360000,4.105676
730780.690000,4.187232
730781.020000,4.280728
730781.350000,4.321176
730781.680000,4.383079
730782.010000,4.484928
730782.340000,4.546658
730782.670000,4.620432
730783.000000,4.696783
730783.330000,4.786954
730783.660000,4.859992
730783.990000,4.924120
730784.320000,4.992219
730784.650000,5.079126
730784.980000,5.136008
730785.310000,5.241946
730785.640000,5.298499
730785.970000,5.409778
730786.300000,5.468417
730786.630000,5.531089
730786.960000,5.628402
730787.290000,5.669008
730787.620000,5.756899
730787.950000,5.840533
730788.280000,5.926861
730788.610000,6.001523
730788.940000,6.071023
730789.270000,6.189946
730789.600000,6.253914
730789.930000,6.301981
730790.260000,6.382177
730790.590000,6.467825
730790.920000,6.556392
730791.250000,6.630005
730791.580000,6.717606
730791.910000,6.794457
730792.240000,6.851323
730792.570000,6.959414
730792.900000,7.009122
730793.230000,7.113937
730793.560000,7.192137
730793.890000,7.262369
730794.220000,7.349032
730794.550000,7.422111
730794.880000,7.484391
730795.210000,7.557126
730795.540000,7.640561
730795.870000,7.734572
730796.200000,7.822409
730796.530000,7.871453
730796.860000,7.945306
730797.190000,8.046902
730797.520000,8.139426
730797.850000,8.243717
730798.180000,8.307796
730798.510000,8.361597
730798.840000,8.440090
730799.170000,8.549309
730799.500000,8.574485
730799.830000,8.689673
730800.160000,8.751696
730800.490000,8.860171
730800.820000,8.944420
730801.150000,9.008600
730801.480000,9.078804
730801.810000,9.191406
730802.140000,9.261775
730802.470000,9.345008
730802.800000,9.398106
730803.130000,9.462318
730803.460000,9.544603
730803.790000,9.655054
730804.120000,9.713580
730804.450000,9.802433
730804.780000,9.864735
730805.110000,9.995003
730805.440000,10.036859
730805.770000,10.128286
730806.100000,10.203392
730806.430000,10.308139
730806.760000,10.383259
730807.090000,10.454377
730807.420000,10.542658
730807.750000,10.625981
730808.080000,10.676393
730808.410000,10.761630
730808.740000,10.823175
730809.070000,10.887671
730809.400000,10.994572
730809.730000,11.058512
730810.060000,11.126238
730810.390000,11.255783
730810.720000,11.321476
730811.050000,11.400600
730811.380000,11.507746
730811.710000,11.598384
730812.040000,11.645647
730812.370000,11.713524
730812.700000,11.812119
730813.030000,11.913721
730813.360000,11.976551
730813.690000,12.059142
730814.020000,12.123567
730814.350000,12.228523
730814.680000,12.305054
730815.010000,12.333194
730815.340000,12.416890
730815.670000,12.504882
730816.000000,12.577879
730816.330000,12.655181
730816.660000,12.762010
730816.990000,12.842796
730817.320000,12.920915
730817.650000,13.031297
730817.980000,13.104873
730818.310000,13.156173
730818.640000,13.229270
730818.970000,13.300179
730819.300000,13.375770
730819.630000,13.445713
730819.960000,13.528969
730820.290000,13.617139
730820.620000,13.694092
730820.950000,13.785034
730821.280000,13.879968
730821.610000,13.959439
730821.940000,14.048137
730822.270000,14.097230
730822.600000,14.161097
730822.930000,14.244427
730823.260000,14.313120
730823.590000,14.405211
730823.920000,14.460315
730824.250000,14.526068
730824.580000,14.609701
730824.910000,14.691052
730825.240000,14.762568
730825.570000,14.842637
730825.900000,14.922183
730826.230000,14.973367
730826.560000,15.056149
730826.890000,15.148090
730827.220000,15.231813
730827.550000,15.277541
730827.880000,15.372544
730828.210000,15.437145
730828.540000,15.495807
730828.870000,15.575397
730829.200000,15.659445
730829.530000,15.746513
730829.860000,15.797084
730830.190000,15.885018
730830.520000,15.967590
730830.850000,16.015810
730831.180000,16.090822
730831.510000,16.178998
730831.840000,16.243002
730832.170000,16.321244
730832.500000,16.366586
730832.830000,16.464190
730833.160000,16.527166
730833.490000,16.601836
730833.820000,16.656298
730834.150000,16.731225
730834.480000,16.803140
730834.810000,16.888409
730835.140000,16.948252
730835.470000,16.995407
730835.800000,17.074801
730836.130000,17.164164
730836.460000,17.212049
730836.790000,17.275884
730837.120000,17.335846
730837.450000,17.409090
730837.780000,17.482694
730838.110000,17.540994
730838.440000,17.647030
730838.770000,17.705749
730839.100000,17.764854
730839.430000,17.825583
730839.760000,17.911862
730840.090000,17.977085
730840.420000,18.061143
730840.750000,18.139034
730841.080000,18.190385
730841.410000,18.263377
730841.740000,18.312648
730842.070000,18.373957
730842.400000,18.453347
730842.730000,18.499989
730843.060000,18.571386
730843.390000,18.634700
730843.720000,18.683546
730844.050000,18.758689
730844.380000,18.825393
730844.710000,18.877227
730845.040000,18.948109
730845.370000,19.014423
730845.700000,19.081288
730846.030000,19.128024
730846.360000,19.201306
730846.690000,19.259700
730847.020000,19.341537
730847.350000,19.399842
730847.680000,19.445392
730848.010000,19.510349
730848.340000,19.568614
730848.670000,19.595412
730849.000000,19.674084
730849.330000,19.760251
730849.660000,19.792884
730849.990000,19.850051
730850.320000,19.913718
730850.650000,19.930109
730850.980000,20.009131
730851.310000,20.074182
730851.640000,20.099300
730851.970000,20.173958
730852.300000,20.210415
730852.630000,20.280259
730852.960000,20.327020
730853.290000,20.397525
730853.620000,20.435822
730853.950000,20.496417
730854.280000,20.536073
730854.610000,20.618351
730854.940000,20.658213
730855.270000,20.691348
730855.600000,20.711279
730855.930000,20.802188
730856.260000,20.875756
730856.590000,20.937908
730856.920000,20.978628
730857.250000,21.065184
730857.580000,21.101686
730857.910000,21.149979
730858.240000,21.202208
730858.570000,21.224633
730858.900000,21.294541
730859.230000,21.324762
730859.560000,21.375764
730859.890000,21.444109
730860.220000,21.465745
730860.550000,21.520921
730860.880000,21.558614
730861.210000,21.613374
730861.540000,21.669123
730861.870000,21.723647
730862.200000,21.764471
730862.530000,21.768994
730862.860000,21.834206
730863.190000,21.879494
730863.520000,21.906913
730863.850000,21.969299
730864.180000,22.024516
730864.510000,22.060809
730864.840000,22.081105
730865.170000,22.132755
730865.500000,22.176064
730865.830000,22.202658
730866.160000,22.253758
730866.490000,22.293703
730866.820000,22.310600
730867.150000,22.387834
730867.480000,22.425151
730867.810000,22.455692
730868.140000,22.473358
730868.470000,22.531628
730868.800000,22.570107
730869.130000,22.605490
730869.460000,22.664524
730869.790000,22.685084
730870.120000,22.723350
730870.450000,22.757814
730870.780000,22.808279
730871.110000,22.841036
730871.440000,22.870695
730871.770000,22.896118
730872.100000,22.942674
730872.430000,22.929463
730872.760000,22.973767
730873.090000,23.001288
730873.420000,23.038695
730873.750000,23.046245
730874.080000,23.098828
730874.410000,23.102102
730874.740000,23.159641
730875.070000,23.196088
730875.400000,23.222238
730875.730000,23.255894
730876.060000,23.301027
730876.390000,23.323827
730876.720000,23.342196
730877.050000,23.368208
730877.380000,23.416506
730877.710000,23.435644
730878.040000,23.461614
730878.370000,23.467956
730878.700000,23.503091
730879.030000,23.529483
730879.360000,23.516490
730879.690000,23.551706
730880.020000,23.564964
730880.350000,23.579398
730880.680000,23.612975
730881.010000,23.621072
730881.340000,23.632723
730881.670000,23.640208
730882.000000,23.698681
730882.330000,23.714075
730882.660000,23.710743
730882.990000,23.740913
730883.320000,23.792948
730883.650000,23.791305
730883.980000,23.829635
730884.310000,23.840492
730884.640000,23.874351
730884.970000,23.865918
730885.300000,23.903215
730885.630000,23.906417
730885.960000,23.905981
730886.290000,23.925822
730886.620000,23.951755
730886.950000,23.973605
730887.280000,23.985799
730887.610000,23.987373
730887.940000,23.991678
730888.270000,23.974815
730888.600000,24.005959
730888.930000,23.980528
730889.260000,24.008502
730889.590000,24.010022
730889.920000,24.018382
730890.250000,24.039083
730890.580000,24.052547
730890.910000,24.074719
730891.240000,24.083721
730891.570000,24.067285
730891.900000,24.068495
730892.230000,24.076411
730892.560000,24.075307
730892.890000,24.108827
730893.220000,24.104271
730893.550000,24.125111
730893.880000,24.148811
730894.210000,24.145073
730894.540000,24.128521
730894.870000,24.147206
730895.200000,24.146875
730895.530000,24.126251
730895.860000,24.145185
