'LTU036THAPRG900',2010-07-15-23:00:00'
734343.1667,NaN
734343.2083,NaN
734343.25,NaN
734343.2917,NaN
734343.3333,NaN
734343.375,NaN
734343.4167,NaN
734343.4583,NaN
734343.5,21.74
734343.5417,NaN
734343.5833,NaN
734343.625,NaN
734343.6667,NaN
734343.7083,NaN
734343.75,NaN
734343.7917,NaN
734343.8333,NaN
734343.875,NaN
734343.9167,NaN
734343.9583,NaN
734344,21.57
734344.0417,NaN
734344.0833,NaN
734344.125,NaN
734344.1667,NaN
734344.2083,NaN
734344.25,NaN
734344.2917,NaN
734344.3333,NaN
734344.375,NaN
734344.4167,NaN
734344.4583,NaN
734344.5,21.67
734344.5417,NaN
734344.5833,NaN
734344.625,NaN
734344.6667,NaN
734344.7083,NaN
734344.75,NaN
734344.7917,NaN
734344.8333,NaN
734344.875,NaN
734344.9167,NaN
734344.9583,NaN
734345,21.87
734345.0417,NaN
734345.0833,NaN
734345.125,NaN
734345.1667,NaN
734345.2083,NaN
734345.25,NaN
734345.2917,NaN
734345.3333,NaN
734345.375,NaN
734345.4167,NaN
734345.4583,NaN
734345.5,21.67
734345.5417,NaN
734345.5833,NaN
734345.625,NaN
734345.6667,NaN
734345.7083,NaN
734345.75,NaN
734345.7917,NaN
734345.8333,NaN
734345.875,NaN
734345.9167,NaN
734345.9583,NaN
734346,21.79
734346.0417,NaN
734346.0833,NaN
734346.125,NaN
734346.1667,NaN
734346.2083,NaN
734346.25,NaN
734346.2917,NaN
734346.3333,NaN
734346.375,NaN
734346.4167,NaN
734346.4583,NaN
734346.5,21.51
734346.5417,NaN
734346.5833,NaN
734346.625,NaN
734346.6667,NaN
734346.7083,NaN
734346.75,NaN
734346.7917,NaN
734346.8333,NaN
734346.875,NaN
734346.9167,NaN
734346.9583,NaN
734347,21.6
734347.0417,NaN
734347.0833,NaN
734347.125,NaN
734347.1667,NaN
734347.2083,NaN
734347.25,NaN
734347.2917,NaN
734347.3333,NaN
734347.375,NaN
734347.4167,NaN
734347.4583,NaN
734347.5,21.79
734347.5417,NaN
734347.5833,NaN
734347.625,NaN
734347.6667,NaN
734347.7083,NaN
734347.75,NaN
734347.7917,NaN
734347.8333,NaN
734347.875,NaN
734347.9167,NaN
734347.9583,NaN
734348,21.68
734348.0417,NaN
734348.0833,NaN
734348.125,NaN
734348.1667,NaN
734348.2083,NaN
734348.25,NaN
734348.2917,NaN
734348.3333,NaN
734348.375,NaN
734348.4167,NaN
734348.4583,NaN
734348.5,21.69
734348.5417,NaN
734348.5833,NaN
734348.625,NaN
734348.6667,NaN
734348.7083,NaN
734348.75,NaN
734348.7917,NaN
734348.8333,NaN
734348.875,NaN
734348.9167,NaN
734348.9583,NaN
734349,21.41
734349.0417,NaN
734349.0833,NaN
734349.125,NaN
734349.1667,NaN
734349.2083,NaN
734349.25,NaN
734349.2917,NaN
734349.3333,NaN
734349.375,NaN
734349.4167,NaN
734349.4583,NaN
734349.5,21.15
734349.5417,NaN
734349.5833,NaN
734349.625,NaN
734349.6667,NaN
734349.7083,NaN
734349.75,NaN
734349.7917,NaN
734349.8333,NaN
734349.875,NaN
734349.9167,NaN
734349.9583,NaN
734350,21.22
734350.0417,NaN
734350.0833,NaN
734350.125,NaN
734350.1667,NaN
734350.2083,NaN
734350.25,NaN
734350.2917,NaN
734350.3333,NaN
734350.375,NaN
734350.4167,NaN
734350.4583,NaN
734350.5,20.86
734350.5417,NaN
734350.5833,NaN
734350.625,NaN
734350.6667,NaN
734350.7083,NaN
734350.75,NaN
734350.7917,NaN
734350.8333,NaN
734350.875,NaN
734350.9167,NaN
734350.9583,NaN
734351,20.98
734351.0417,NaN
734351.0833,NaN
734351.125,NaN
734351.1667,NaN
734351.2083,NaN
734351.25,NaN
734351.2917,NaN
734351.3333,NaN
734351.375,NaN
734351.4167,NaN
734351.4583,NaN
734351.5,21.17
734351.5417,NaN
734351.5833,NaN
734351.625,NaN
734351.6667,NaN
734351.7083,NaN
734351.75,NaN
734351.7917,NaN
734351.8333,NaN
734351.875,NaN
734351.9167,NaN
734351.9583,NaN
734352,21.06
734352.0417,NaN
734352.0833,NaN
734352.125,NaN
734352.1667,NaN
734352.2083,NaN
734352.25,NaN
734352.2917,NaN
734352.3333,NaN
734352.375,NaN
734352.4167,NaN
734352.4583,NaN
734352.5,21.43
734352.5417,NaN
734352.5833,NaN
734352.625,NaN
734352.6667,NaN
734352.7083,NaN
734352.75,NaN
734352.7917,NaN
734352.8333,NaN
734352.875,NaN
734352.9167,NaN
734352.9583,NaN
734353,20.91
734353.0417,NaN
734353.0833,NaN
734353.125,NaN
734353.1667,NaN
734353.2083,NaN
734353.25,NaN
734353.2917,NaN
734353.3333,NaN
734353.375,NaN
734353.4167,NaN
734353.4583,NaN
734353.5,21.27
734353.5417,NaN
734353.5833,NaN
734353.625,NaN
734353.6667,NaN
734353.7083,NaN
734353.75,NaN
734353.7917,NaN
734353.8333,NaN
734353.875,NaN
734353.9167,NaN
734353.9583,NaN
734354,21.31
734354.0417,NaN
734354.0833,NaN
734354.125,NaN
734354.1667,NaN
734354.2083,NaN
734354.25,NaN
734354.2917,NaN
734354.3333,NaN
734354.375,NaN
734354.4167,NaN
734354.4583,NaN
734354.5,21.39
734354.5417,NaN
734354.5833,NaN
734354.625,NaN
734354.6667,NaN
734354.7083,NaN
734354.75,NaN
734354.7917,NaN
734354.8333,NaN
734354.875,NaN
734354.9167,NaN
734354.9583,NaN
734355,21.38
734355.0417,NaN
734355.0833,NaN
734355.125,NaN
734355.1667,NaN
734355.2083,NaN
734355.25,NaN
734355.2917,NaN
734355.3333,NaN
734355.375,NaN
734355.4167,NaN
734355.4583,NaN
734355.5,22.02
734355.5417,NaN
734355.5833,NaN
734355.625,NaN
734355.6667,NaN
734355.7083,NaN
734355.75,NaN
734355.7917,NaN
734355.8333,NaN
734355.875,NaN
734355.9167,NaN
734355.9583,NaN
734356,21.81
734356.0417,NaN
734356.0833,NaN
734356.125,NaN
734356.1667,NaN
734356.2083,NaN
734356.25,NaN
734356.2917,NaN
734356.3333,NaN
734356.375,NaN
734356.4167,NaN
734356.4583,NaN
734356.5,21.86
734356.5417,NaN
734356.5833,NaN
734356.625,NaN
734356.6667,NaN
734356.7083,NaN
734356.75,NaN
734356.7917,NaN
734356.8333,NaN
734356.875,NaN
734356.9167,NaN
734356.9583,NaN
734357,21.61
734357.0417,NaN
734357.0833,NaN
734357.125,NaN
734357.1667,NaN
734357.2083,NaN
734357.25,NaN
734357.2917,NaN
734357.3333,NaN
734357.375,NaN
734357.4167,NaN
734357.4583,NaN
734357.5,21.1
734357.5417,NaN
734357.5833,NaN
734357.625,NaN
734357.6667,NaN
734357.7083,NaN
734357.75,NaN
734357.7917,NaN
734357.8333,NaN
734357.875,NaN
734357.9167,NaN
734357.9583,NaN
734358,21.03
734358.0417,NaN
734358.0833,NaN
734358.125,NaN
734358.1667,NaN
734358.2083,NaN
734358.25,NaN
734358.2917,NaN
734358.3333,NaN
734358.375,NaN
734358.4167,NaN
734358.4583,NaN
734358.5,20.71
734358.5417,NaN
734358.5833,NaN
734358.625,NaN
734358.6667,NaN
734358.7083,NaN
734358.75,NaN
734358.7917,NaN
734358.8333,NaN
734358.875,NaN
734358.9167,NaN
734358.9583,NaN
734359,20.79
734359.0417,NaN
734359.0833,NaN
734359.125,NaN
734359.1667,NaN
734359.2083,NaN
734359.25,NaN
734359.2917,NaN
734359.3333,NaN
734359.375,NaN
734359.4167,NaN
734359.4583,NaN
734359.5,20.99
734359.5417,NaN
734359.5833,NaN
734359.625,NaN
734359.6667,NaN
734359.7083,NaN
734359.75,NaN
734359.7917,NaN
734359.8333,NaN
734359.875,NaN
734359.9167,NaN
734359.9583,NaN
734360,21.1
734360.0417,NaN
734360.0833,NaN
734360.125,NaN
734360.1667,NaN
734360.2083,NaN
734360.25,NaN
734360.2917,NaN
734360.3333,NaN
734360.375,NaN
734360.4167,NaN
734360.4583,NaN
734360.5,21.38
734360.5417,NaN
734360.5833,NaN
734360.625,NaN
734360.6667,NaN
734360.7083,NaN
734360.75,NaN
734360.7917,NaN
734360.8333,NaN
734360.875,NaN
734360.9167,NaN
734360.9583,NaN
734361,21.42
734361.0417,NaN
734361.0833,NaN
734361.125,NaN
734361.1667,NaN
734361.2083,NaN
734361.25,NaN
734361.2917,NaN
734361.3333,NaN
734361.375,NaN
734361.4167,NaN
734361.4583,NaN
734361.5,21.16
734361.5417,NaN
734361.5833,NaN
734361.625,NaN
734361.6667,NaN
734361.7083,NaN
734361.75,NaN
734361.7917,NaN
734361.8333,NaN
734361.875,NaN
734361.9167,NaN
734361.9583,NaN
734362,21.59
734362.0417,NaN
734362.0833,NaN
734362.125,NaN
734362.1667,NaN
734362.2083,NaN
734362.25,NaN
734362.2917,NaN
734362.3333,NaN
734362.375,NaN
734362.4167,NaN
734362.4583,NaN
734362.5,20.94
734362.5417,NaN
734362.5833,NaN
734362.625,NaN
734362.6667,NaN
734362.7083,NaN
734362.75,NaN
734362.7917,NaN
734362.8333,NaN
734362.875,NaN
734362.9167,NaN
734362.9583,NaN
734363,21.51
734363.0417,NaN
734363.0833,NaN
734363.125,NaN
734363.1667,NaN
734363.2083,NaN
734363.25,NaN
734363.2917,NaN
734363.3333,NaN
734363.375,NaN
734363.4167,NaN
734363.4583,NaN
734363.5,21.06
734363.5417,NaN
734363.5833,NaN
734363.625,NaN
734363.6667,NaN
734363.7083,NaN
734363.75,NaN
734363.7917,NaN
734363.8333,NaN
734363.875,NaN
734363.9167,NaN
734363.9583,NaN
734364,21.18
734364.0417,NaN
734364.0833,NaN
734364.125,NaN
734364.1667,NaN
734364.2083,NaN
734364.25,NaN
734364.2917,NaN
734364.3333,NaN
734364.375,NaN
734364.4167,NaN
734364.4583,NaN
734364.5,21.38
734364.5417,NaN
734364.5833,NaN
734364.625,NaN
734364.6667,NaN
734364.7083,NaN
734364.75,NaN
734364.7917,NaN
734364.8333,NaN
734364.875,NaN
734364.9167,NaN
734364.9583,NaN
734365,21.34
734365.0417,NaN
734365.0833,NaN
734365.125,NaN
734365.1667,NaN
734365.2083,NaN
734365.25,NaN
734365.2917,NaN
734365.3333,NaN
734365.375,NaN
734365.4167,NaN
734365.4583,NaN
734365.5,21.21
734365.5417,NaN
734365.5833,NaN
734365.625,NaN
734365.6667,NaN
734365.7083,NaN
734365.75,NaN
734365.7917,NaN
734365.8333,NaN
734365.875,NaN
734365.9167,NaN
734365.9583,NaN
734366,21.47
734366.0417,NaN
734366.0833,NaN
734366.125,NaN
734366.1667,NaN
734366.2083,NaN
734366.25,NaN
734366.2917,NaN
734366.3333,NaN
734366.375,NaN
734366.4167,NaN
734366.4583,NaN
734366.5,21.36
734366.5417,NaN
734366.5833,NaN
734366.625,NaN
734366.6667,NaN
734366.7083,NaN
734366.75,NaN
734366.7917,NaN
734366.8333,NaN
734366.875,NaN
734366.9167,NaN
734366.9583,NaN
734367,21.46
734367.0417,NaN
734367.0833,NaN
734367.125,NaN
734367.1667,NaN
734367.2083,NaN
734367.25,NaN
734367.2917,NaN
734367.3333,NaN
734367.375,NaN
734367.4167,NaN
734367.4583,NaN
734367.5,21.37
734367.5417,NaN
734367.5833,NaN
734367.625,NaN
734367.6667,NaN
734367.7083,NaN
734367.75,NaN
734367.7917,NaN
734367.8333,NaN
734367.875,NaN
734367.9167,NaN
734367.9583,NaN
734368,21.27
734368.0417,NaN
734368.0833,NaN
734368.125,NaN
734368.1667,NaN
734368.2083,NaN
734368.25,NaN
734368.2917,NaN
734368.3333,NaN
734368.375,NaN
734368.4167,NaN
734368.4583,NaN
734368.5,21.03
734368.5417,NaN
734368.5833,NaN
734368.625,NaN
734368.6667,NaN
734368.7083,NaN
734368.75,NaN
734368.7917,NaN
734368.8333,NaN
734368.875,NaN
734368.9167,NaN
734368.9583,NaN
734369,21.12
734369.0417,NaN
734369.0833,NaN
734369.125,NaN
734369.1667,NaN
734369.2083,NaN
734369.25,NaN
734369.2917,NaN
734369.3333,NaN
734369.375,NaN
734369.4167,NaN
734369.4583,NaN
734369.5,20.79
734369.5417,NaN
734369.5833,NaN
734369.625,NaN
734369.6667,NaN
734369.7083,NaN
734369.75,NaN
734369.7917,NaN
734369.8333,NaN
734369.875,NaN
734369.9167,NaN
734369.9583,NaN
734370,21.01
734370.0417,NaN
734370.0833,NaN
734370.125,NaN
734370.1667,NaN
734370.2083,NaN
734370.25,NaN
734370.2917,NaN
734370.3333,NaN
734370.375,NaN
734370.4167,NaN
734370.4583,NaN
734370.5,21
734370.5417,NaN
734370.5833,NaN
734370.625,NaN
734370.6667,NaN
734370.7083,NaN
734370.75,NaN
734370.7917,NaN
734370.8333,NaN
734370.875,NaN
734370.9167,NaN
734370.9583,NaN
734371,20.68
734371.0417,NaN
734371.0833,NaN
734371.125,NaN
734371.1667,NaN
734371.2083,NaN
734371.25,NaN
734371.2917,NaN
734371.3333,NaN
734371.375,NaN
734371.4167,NaN
734371.4583,NaN
734371.5,20.47
734371.5417,NaN
734371.5833,NaN
734371.625,NaN
734371.6667,NaN
734371.7083,NaN
734371.75,NaN
734371.7917,NaN
734371.8333,NaN
734371.875,NaN
734371.9167,NaN
734371.9583,NaN
734372,20.58
734372.0417,NaN
734372.0833,NaN
734372.125,NaN
734372.1667,NaN
734372.2083,NaN
734372.25,NaN
734372.2917,NaN
734372.3333,NaN
734372.375,NaN
734372.4167,NaN
734372.4583,NaN
734372.5,20.33
734372.5417,NaN
734372.5833,NaN
734372.625,NaN
734372.6667,NaN
734372.7083,NaN
734372.75,NaN
734372.7917,NaN
734372.8333,NaN
734372.875,NaN
734372.9167,NaN
734372.9583,NaN
734373,20.31
734373.0417,NaN
734373.0833,NaN
734373.125,NaN
734373.1667,NaN
734373.2083,NaN
734373.25,NaN
734373.2917,NaN
734373.3333,NaN
734373.375,NaN
734373.4167,NaN
734373.4583,NaN
734373.5,20.08
734373.5417,NaN
734373.5833,NaN
734373.625,NaN
734373.6667,NaN
734373.7083,NaN
734373.75,NaN
734373.7917,NaN
734373.8333,NaN
734373.875,NaN
734373.9167,NaN
734373.9583,NaN
734374,20.27
734374.0417,NaN
734374.0833,NaN
734374.125,NaN
734374.1667,NaN
734374.2083,NaN
734374.25,NaN
734374.2917,NaN
734374.3333,NaN
734374.375,NaN
734374.4167,NaN
734374.4583,NaN
734374.5,20.35
734374.5417,NaN
734374.5833,NaN
734374.625,NaN
734374.6667,NaN
734374.7083,NaN
734374.75,NaN
734374.7917,NaN
734374.8333,NaN
734374.875,NaN
734374.9167,NaN
734374.9583,NaN
734375,20.44
734375.0417,NaN
734375.0833,NaN
734375.125,NaN
734375.1667,NaN
734375.2083,NaN
734375.25,NaN
734375.2917,NaN
734375.3333,NaN
734375.375,NaN
734375.4167,NaN
734375.4583,NaN
734375.5,20.54
734375.5417,NaN
734375.5833,NaN
734375.625,NaN
734375.6667,NaN
734375.7083,NaN
734375.75,NaN
734375.7917,NaN
734375.8333,NaN
734375.875,NaN
734375.9167,NaN
734375.9583,NaN
734376,20.37
734376.0417,NaN
734376.0833,NaN
734376.125,NaN
734376.1667,NaN
734376.2083,NaN
734376.25,NaN
734376.2917,NaN
734376.3333,NaN
734376.375,NaN
734376.4167,NaN
734376.4583,NaN
734376.5,20.45
734376.5417,NaN
734376.5833,NaN
734376.625,NaN
734376.6667,NaN
734376.7083,NaN
734376.75,NaN
734376.7917,NaN
734376.8333,NaN
734376.875,NaN
734376.9167,NaN
734376.9583,NaN
734377,20.36
734377.0417,NaN
734377.0833,NaN
734377.125,NaN
734377.1667,NaN
734377.2083,NaN
734377.25,NaN
734377.2917,NaN
734377.3333,NaN
734377.375,NaN
734377.4167,NaN
734377.4583,NaN
734377.5,20.16
734377.5417,NaN
734377.5833,NaN
734377.625,NaN
734377.6667,NaN
734377.7083,NaN
734377.75,NaN
734377.7917,NaN
734377.8333,NaN
734377.875,NaN
734377.9167,NaN
734377.9583,NaN
734378,20.2
734378.0417,NaN
734378.0833,NaN
734378.125,NaN
734378.1667,NaN
734378.2083,NaN
734378.25,NaN
734378.2917,NaN
734378.3333,NaN
734378.375,NaN
734378.4167,NaN
734378.4583,NaN
734378.5,20.15
734378.5417,NaN
734378.5833,NaN
734378.625,NaN
734378.6667,NaN
734378.7083,NaN
734378.75,NaN
734378.7917,NaN
734378.8333,NaN
734378.875,NaN
734378.9167,NaN
734378.9583,NaN
734379,20.27
734379.0417,NaN
734379.0833,NaN
734379.125,NaN
734379.1667,NaN
734379.2083,NaN
734379.25,NaN
734379.2917,NaN
734379.3333,NaN
734379.375,NaN
734379.4167,NaN
734379.4583,NaN
734379.5,20.47
734379.5417,NaN
734379.5833,NaN
734379.625,NaN
734379.6667,NaN
734379.7083,NaN
734379.75,NaN
734379.7917,NaN
734379.8333,NaN
734379.875,NaN
734379.9167,NaN
734379.9583,NaN
734380,20.62
734380.0417,NaN
734380.0833,NaN
734380.125,NaN
734380.1667,NaN
734380.2083,NaN
734380.25,NaN
734380.2917,NaN
734380.3333,NaN
734380.375,NaN
734380.4167,NaN
734380.4583,NaN
734380.5,20.79
734380.5417,NaN
734380.5833,NaN
734380.625,NaN
734380.6667,NaN
734380.7083,NaN
734380.75,NaN
734380.7917,NaN
734380.8333,NaN
734380.875,NaN
734380.9167,NaN
734380.9583,NaN
734381,21.05
734381.0417,NaN
734381.0833,NaN
734381.125,NaN
734381.1667,NaN
734381.2083,NaN
734381.25,NaN
734381.2917,NaN
734381.3333,NaN
734381.375,NaN
734381.4167,NaN
734381.4583,NaN
734381.5,21.05
734381.5417,NaN
734381.5833,NaN
734381.625,NaN
734381.6667,NaN
734381.7083,NaN
734381.75,NaN
734381.7917,NaN
734381.8333,NaN
734381.875,NaN
734381.9167,NaN
734381.9583,NaN
734382,21.02
734382.0417,NaN
734382.0833,NaN
734382.125,NaN
734382.1667,NaN
734382.2083,NaN
734382.25,NaN
734382.2917,NaN
734382.3333,NaN
734382.375,NaN
734382.4167,NaN
734382.4583,NaN
734382.5,21.23
734382.5417,NaN
734382.5833,NaN
734382.625,NaN
734382.6667,NaN
734382.7083,NaN
734382.75,NaN
734382.7917,NaN
734382.8333,NaN
734382.875,NaN
734382.9167,NaN
734382.9583,NaN
734383,21.17
734383.0417,NaN
734383.0833,NaN
734383.125,NaN
734383.1667,NaN
734383.2083,NaN
734383.25,NaN
734383.2917,NaN
734383.3333,NaN
734383.375,NaN
734383.4167,NaN
734383.4583,NaN
734383.5,21.39
734383.5417,NaN
734383.5833,NaN
734383.625,NaN
734383.6667,NaN
734383.7083,NaN
734383.75,NaN
734383.7917,NaN
734383.8333,NaN
734383.875,NaN
734383.9167,NaN
734383.9583,NaN
734384,21.4
734384.0417,NaN
734384.0833,NaN
734384.125,NaN
734384.1667,NaN
734384.2083,NaN
734384.25,NaN
734384.2917,NaN
734384.3333,NaN
734384.375,NaN
734384.4167,NaN
734384.4583,NaN
734384.5,21.19
734384.5417,NaN
734384.5833,NaN
734384.625,NaN
734384.6667,NaN
734384.7083,NaN
734384.75,NaN
734384.7917,NaN
734384.8333,NaN
734384.875,NaN
734384.9167,NaN
734384.9583,NaN
734385,21.06
734385.0417,NaN
734385.0833,NaN
734385.125,NaN
734385.1667,NaN
734385.2083,NaN
734385.25,NaN
734385.2917,NaN
734385.3333,NaN
734385.375,NaN
734385.4167,NaN
734385.4583,NaN
734385.5,21.1
734385.5417,NaN
734385.5833,NaN
734385.625,NaN
734385.6667,NaN
734385.7083,NaN
734385.75,NaN
734385.7917,NaN
734385.8333,NaN
734385.875,NaN
734385.9167,NaN
734385.9583,NaN
734386,20.86
734386.0417,NaN
734386.0833,NaN
734386.125,NaN
734386.1667,NaN
734386.2083,NaN
734386.25,NaN
734386.2917,NaN
734386.3333,NaN
734386.375,NaN
734386.4167,NaN
734386.4583,NaN
734386.5,20.58
734386.5417,NaN
734386.5833,NaN
734386.625,NaN
734386.6667,NaN
734386.7083,NaN
734386.75,NaN
734386.7917,NaN
734386.8333,NaN
734386.875,NaN
734386.9167,NaN
734386.9583,NaN
734387,20.4
734387.0417,NaN
734387.0833,NaN
734387.125,NaN
734387.1667,NaN
734387.2083,NaN
734387.25,NaN
734387.2917,NaN
734387.3333,NaN
734387.375,NaN
734387.4167,NaN
734387.4583,NaN
734387.5,20.16
734387.5417,NaN
734387.5833,NaN
734387.625,NaN
734387.6667,NaN
734387.7083,NaN
734387.75,NaN
734387.7917,NaN
734387.8333,NaN
734387.875,NaN
734387.9167,NaN
734387.9583,NaN
734388,20.13
734388.0417,NaN
734388.0833,NaN
734388.125,NaN
734388.1667,NaN
734388.2083,NaN
734388.25,NaN
734388.2917,NaN
734388.3333,NaN
734388.375,NaN
734388.4167,NaN
734388.4583,NaN
734388.5,20.08
734388.5417,NaN
734388.5833,NaN
734388.625,NaN
734388.6667,NaN
734388.7083,NaN
734388.75,NaN
734388.7917,NaN
734388.8333,NaN
734388.875,NaN
734388.9167,NaN
734388.9583,NaN
734389,19.92
734389.0417,NaN
734389.0833,NaN
734389.125,NaN
734389.1667,NaN
734389.2083,NaN
734389.25,NaN
734389.2917,NaN
734389.3333,NaN
734389.375,NaN
734389.4167,NaN
734389.4583,NaN
734389.5,19.75
734389.5417,NaN
734389.5833,NaN
734389.625,NaN
734389.6667,NaN
734389.7083,NaN
734389.75,NaN
734389.7917,NaN
734389.8333,NaN
734389.875,NaN
734389.9167,NaN
734389.9583,NaN
734390,19.76
734390.0417,NaN
734390.0833,NaN
734390.125,NaN
734390.1667,NaN
734390.2083,NaN
734390.25,NaN
734390.2917,NaN
734390.3333,NaN
734390.375,NaN
734390.4167,NaN
734390.4583,NaN
734390.5,19.59
734390.5417,NaN
734390.5833,NaN
734390.625,NaN
734390.6667,NaN
734390.7083,NaN
734390.75,NaN
734390.7917,NaN
734390.8333,NaN
734390.875,NaN
734390.9167,NaN
734390.9583,NaN
734391,19.29
734391.0417,NaN
734391.0833,NaN
734391.125,NaN
734391.1667,NaN
734391.2083,NaN
734391.25,NaN
734391.2917,NaN
734391.3333,NaN
734391.375,NaN
734391.4167,NaN
734391.4583,NaN
734391.5,19.24
734391.5417,NaN
734391.5833,NaN
734391.625,NaN
734391.6667,NaN
734391.7083,NaN
734391.75,NaN
734391.7917,NaN
734391.8333,NaN
734391.875,NaN
734391.9167,NaN
734391.9583,NaN
734392,19.17
734392.0417,NaN
734392.0833,NaN
734392.125,NaN
734392.1667,NaN
734392.2083,NaN
734392.25,NaN
734392.2917,NaN
734392.3333,NaN
734392.375,NaN
734392.4167,NaN
734392.4583,NaN
734392.5,19.12
734392.5417,NaN
734392.5833,NaN
734392.625,NaN
734392.6667,NaN
734392.7083,NaN
734392.75,NaN
734392.7917,NaN
734392.8333,NaN
734392.875,NaN
734392.9167,NaN
734392.9583,NaN
734393,19.15
734393.0417,NaN
734393.0833,NaN
734393.125,NaN
734393.1667,NaN
734393.2083,NaN
734393.25,NaN
734393.2917,NaN
734393.3333,NaN
734393.375,NaN
734393.4167,NaN
734393.4583,NaN
734393.5,19.05
734393.5417,NaN
734393.5833,NaN
734393.625,NaN
734393.6667,NaN
734393.7083,NaN
734393.75,NaN
734393.7917,NaN
734393.8333,NaN
734393.875,NaN
734393.9167,NaN
734393.9583,NaN
734394,18.72
734394.0417,NaN
734394.0833,NaN
734394.125,NaN
734394.1667,NaN
734394.2083,NaN
734394.25,NaN
734394.2917,NaN
734394.3333,NaN
734394.375,NaN
734394.4167,NaN
734394.4583,NaN
734394.5,18.71
734394.5417,NaN
734394.5833,NaN
734394.625,NaN
734394.6667,NaN
734394.7083,NaN
734394.75,NaN
734394.7917,NaN
734394.8333,NaN
734394.875,NaN
734394.9167,NaN
734394.9583,NaN
734395,18.52
734395.0417,NaN
734395.0833,NaN
734395.125,NaN
734395.1667,NaN
734395.2083,NaN
734395.25,NaN
734395.2917,NaN
734395.3333,NaN
734395.375,NaN
734395.4167,NaN
734395.4583,NaN
734395.5,18.49
734395.5417,NaN
