TS01, '2000-01-01-00:00:00' 
730687.000000,-22.892848
730688.000000,-23.099528
730689.000000,-23.326638
730690.000000,-23.540203
730691.000000,-23.697194
730692.000000,-23.927495
730693.000000,-24.081984
730694.000000,-24.265078
730695.000000,-24.456839
730696.000000,-24.640228
730697.000000,-24.772236
730698.000000,-24.932716
730699.000000,-25.109548
730700.000000,-25.280567
730701.000000,-25.415141
730702.000000,-25.574774
730703.000000,-25.719521
730704.000000,-25.857497
730705.000000,-25.984450
730706.000000,-26.130377
730707.000000,-26.268991
730708.000000,-26.389437
730709.000000,-26.504360
730710.000000,-26.636045
730711.000000,-26.733569
730712.000000,-26.811630
730713.000000,-26.931456
730714.000000,-27.012867
730715.000000,-27.130814
730716.000000,-27.215861
730717.000000,-27.317967
730718.000000,-27.396490
730719.000000,-27.467460
730720.000000,-27.556864
730721.000000,-27.614654
730722.000000,-27.725267
730723.000000,-27.757694
730724.000000,-27.801006
730725.000000,-27.864080
730726.000000,-27.904991
730727.000000,-27.941419
730728.000000,-27.994538
730729.000000,-28.031288
730730.000000,-28.095230
730731.000000,-28.096075
730732.000000,-28.117851
730733.000000,-28.142541
730734.000000,-28.167724
730735.000000,-28.168530
730736.000000,-28.199476
730737.000000,-28.205019
730738.000000,-28.194113
730739.000000,-28.189196
730740.000000,-28.174712
730741.000000,-28.188669
730742.000000,-28.193802
730743.000000,-28.141162
730744.000000,-28.123299
730745.000000,-28.061954
730746.000000,-28.068253
730747.000000,-28.059598
730748.000000,-27.985940
730749.000000,-27.926741
730750.000000,-27.916600
730751.000000,-27.875592
730752.000000,-27.818836
730753.000000,-27.774257
730754.000000,-27.719915
730755.000000,-27.669799
730756.000000,-27.605049
730757.000000,-27.540778
730758.000000,-27.477061
730759.000000,-27.423201
730760.000000,-27.345361
730761.000000,-27.222192
730762.000000,-27.192484
730763.000000,-27.096866
730764.000000,-26.986479
730765.000000,-26.871998
730766.000000,-26.803454
730767.000000,-26.693797
730768.000000,-26.608355
730769.000000,-26.530975
730770.000000,-26.431460
730771.000000,-26.319050
730772.000000,-26.222737
730773.000000,-26.083056
730774.000000,-26.001668
730775.000000,-25.878321
730776.000000,-25.762989
730777.000000,-25.646784
730778.000000,-25.558969
730779.000000,-25.439943
730780.000000,-25.314990
730781.000000,-25.213786
730782.000000,-25.066379
730783.000000,-24.926210
730784.000000,-24.806675
730785.000000,-24.667643
730786.000000,-24.552047
730787.000000,-24.412052
730788.000000,-24.270265
730789.000000,-24.178146
730790.000000,-24.038528
730791.000000,-23.910102
730792.000000,-23.770359
730793.000000,-23.610090
730794.000000,-23.509463
730795.000000,-23.352964
730796.000000,-23.200716
730797.000000,-23.058862
730798.000000,-22.918023
730799.000000,-22.768126
730800.000000,-22.613867
730801.000000,-22.470142
730802.000000,-22.350787
730803.000000,-22.220578
730804.000000,-22.054488
730805.000000,-21.924187
730806.000000,-21.741923
730807.000000,-21.622416
730808.000000,-21.473597
730809.000000,-21.327068
730810.000000,-21.145359
730811.000000,-21.026271
730812.000000,-20.876812
730813.000000,-20.747366
730814.000000,-20.622424
730815.000000,-20.480054
730816.000000,-20.359261
730817.000000,-20.222921
730818.000000,-20.079324
730819.000000,-19.948176
730820.000000,-19.799843
730821.000000,-19.646362
730822.000000,-19.544664
730823.000000,-19.405099
730824.000000,-19.291734
730825.000000,-19.137341
730826.000000,-19.038404
730827.000000,-18.918820
730828.000000,-18.749687
730829.000000,-18.637321
730830.000000,-18.533729
730831.000000,-18.408835
730832.000000,-18.283688
730833.000000,-18.164535
730834.000000,-18.048075
730835.000000,-17.956064
730836.000000,-17.809752
730837.000000,-17.719586
730838.000000,-17.613460
730839.000000,-17.517759
730840.000000,-17.425397
730841.000000,-17.294465
730842.000000,-17.228307
730843.000000,-17.133171
730844.000000,-17.079281
730845.000000,-16.945779
730846.000000,-16.839540
730847.000000,-16.792639
730848.000000,-16.699022
730849.000000,-16.601970
730850.000000,-16.553205
730851.000000,-16.478312
730852.000000,-16.395434
730853.000000,-16.325048
730854.000000,-16.290252
730855.000000,-16.228431
730856.000000,-16.164665
730857.000000,-16.098755
730858.000000,-16.045878
730859.000000,-16.006870
730860.000000,-15.992597
730861.000000,-15.925713
730862.000000,-15.897052
730863.000000,-15.855607
730864.000000,-15.823443
730865.000000,-15.801589
730866.000000,-15.776605
730867.000000,-15.790501
730868.000000,-15.763202
730869.000000,-15.769080
730870.000000,-15.743541
730871.000000,-15.746927
730872.000000,-15.745109
730873.000000,-15.763459
730874.000000,-15.765174
730875.000000,-15.789996
730876.000000,-15.817854
730877.000000,-15.812555
730878.000000,-15.839089
730879.000000,-15.827390
730880.000000,-15.889786
730881.000000,-15.922131
730882.000000,-15.973491
730883.000000,-16.004420
730884.000000,-16.062117
730885.000000,-16.098794
730886.000000,-16.149872
730887.000000,-16.211163
730888.000000,-16.284332
730889.000000,-16.362575
730890.000000,-16.431119
730891.000000,-16.536582
730892.000000,-16.626528
730893.000000,-16.687308
730894.000000,-16.788660
730895.000000,-16.867663
730896.000000,-16.932499
730897.000000,-17.057745
730898.000000,-17.167766
730899.000000,-17.275162
730900.000000,-17.412071
730901.000000,-17.528515
730902.000000,-17.649587
730903.000000,-17.766063
730904.000000,-17.901981
730905.000000,-18.057791
730906.000000,-18.169490
730907.000000,-18.284965
730908.000000,-18.435976
730909.000000,-18.577527
730910.000000,-18.744240
730911.000000,-18.912559
730912.000000,-19.060028
730913.000000,-19.241070
730914.000000,-19.408616
730915.000000,-19.594605
730916.000000,-19.789617
730917.000000,-19.972666
730918.000000,-20.123333
730919.000000,-20.323287
730920.000000,-20.532941
730921.000000,-20.745443
730922.000000,-20.938842
730923.000000,-21.179609
730924.000000,-21.349455
730925.000000,-21.566094
730926.000000,-21.807892
730927.000000,-22.015397
730928.000000,-22.272720
730929.000000,-22.516841
730930.000000,-22.721513
730931.000000,-22.958376
730932.000000,-23.196692
730933.000000,-23.416314
730934.000000,-23.685191
730935.000000,-23.952838
730936.000000,-24.196179
730937.000000,-24.453997
730938.000000,-24.672862
730939.000000,-24.979964
730940.000000,-25.238392
730941.000000,-25.496804
730942.000000,-25.783502
730943.000000,-26.048928
730944.000000,-26.316716
730945.000000,-26.599881
730946.000000,-26.883454
730947.000000,-27.168424
730948.000000,-27.438218
730949.000000,-27.743917
730950.000000,-28.035208
730951.000000,-28.352319
730952.000000,-28.611835
730953.000000,-28.891578
730954.000000,-29.214242
730955.000000,-29.553133
730956.000000,-29.869570
730957.000000,-30.195163
730958.000000,-30.496813
730959.000000,-30.816200
730960.000000,-31.134923
730961.000000,-31.448556
730962.000000,-31.780496
730963.000000,-32.077858
730964.000000,-32.400119
730965.000000,-32.694870
730966.000000,-33.054403
730967.000000,-33.364932
730968.000000,-33.721218
730969.000000,-34.068375
730970.000000,-34.385500
730971.000000,-34.708271
730972.000000,-35.054475
730973.000000,-35.338583
730974.000000,-35.710456
730975.000000,-36.057406
730976.000000,-36.389828
730977.000000,-36.728013
730978.000000,-37.055432
730979.000000,-37.401100
730980.000000,-37.744484
730981.000000,-38.090447
730982.000000,-38.413123
730983.000000,-38.765391
730984.000000,-39.070950
730985.000000,-39.449196
730986.000000,-39.787784
730987.000000,-40.153094
730988.000000,-40.490649
730989.000000,-40.825988
730990.000000,-41.202190
730991.000000,-41.558997
730992.000000,-41.869425
730993.000000,-42.233968
730994.000000,-42.552927
730995.000000,-42.896635
730996.000000,-43.225340
730997.000000,-43.565032
730998.000000,-43.909376
730999.000000,-44.238930
731000.000000,-44.562393
731001.000000,-44.908780
731002.000000,-45.256408
731003.000000,-45.604216
731004.000000,-45.925331
731005.000000,-46.282376
731006.000000,-46.621363
731007.000000,-46.942850
731008.000000,-47.256140
731009.000000,-47.582450
731010.000000,-47.927751
731011.000000,-48.229673
731012.000000,-48.543718
731013.000000,-48.827345
731014.000000,-49.170011
731015.000000,-49.516744
731016.000000,-49.824175
731017.000000,-50.134496
731018.000000,-50.462046
731019.000000,-50.764209
731020.000000,-51.060671
731021.000000,-51.366660
731022.000000,-51.659107
731023.000000,-51.983885
731024.000000,-52.246621
731025.000000,-52.542905
731026.000000,-52.846734
731027.000000,-53.116996
731028.000000,-53.441334
731029.000000,-53.713510
731030.000000,-54.011612
731031.000000,-54.289349
731032.000000,-54.536973
731033.000000,-54.835945
731034.000000,-55.095954
731035.000000,-55.365214
731036.000000,-55.631494
731037.000000,-55.883528
731038.000000,-56.135609
731039.000000,-56.393240
731040.000000,-56.665223
731041.000000,-56.899590
731042.000000,-57.150823
731043.000000,-57.360387
731044.000000,-57.608442
731045.000000,-57.882262
731046.000000,-58.105067
731047.000000,-58.323242
731048.000000,-58.558016
731049.000000,-58.761340
731050.000000,-58.965634
731051.000000,-59.173811
731052.000000,-59.397969
731053.000000,-59.594375
731054.000000,-59.800039
731055.000000,-59.986226
731056.000000,-60.194613
731057.000000,-60.374698
731058.000000,-60.583119
731059.000000,-60.758586
731060.000000,-60.929746
731061.000000,-61.115883
731062.000000,-61.238768
731063.000000,-61.408691
731064.000000,-61.581557
731065.000000,-61.736178
731066.000000,-61.925871
731067.000000,-62.087532
731068.000000,-62.215606
731069.000000,-62.366076
731070.000000,-62.488922
731071.000000,-62.614885
731072.000000,-62.762601
731073.000000,-62.858493
731074.000000,-63.011992
731075.000000,-63.126081
731076.000000,-63.241343
731077.000000,-63.347454
731078.000000,-63.454455
731079.000000,-63.562122
731080.000000,-63.656486
731081.000000,-63.732982
731082.000000,-63.820872
731083.000000,-63.896644
731084.000000,-63.963396
731085.000000,-64.057603
731086.000000,-64.107739
731087.000000,-64.201133
731088.000000,-64.253548
731089.000000,-64.312494
731090.000000,-64.345040
731091.000000,-64.387116
731092.000000,-64.423211
731093.000000,-64.488368
731094.000000,-64.532073
731095.000000,-64.568908
731096.000000,-64.608315
731097.000000,-64.634839
731098.000000,-64.654844
731099.000000,-64.677471
731100.000000,-64.682017
731101.000000,-64.705770
731102.000000,-64.703847
731103.000000,-64.692903
731104.000000,-64.702995
731105.000000,-64.686967
731106.000000,-64.690765
731107.000000,-64.666252
731108.000000,-64.671919
731109.000000,-64.606072
731110.000000,-64.595532
731111.000000,-64.575590
731112.000000,-64.533322
731113.000000,-64.510036
731114.000000,-64.467062
731115.000000,-64.448210
731116.000000,-64.406026
731117.000000,-64.354202
731118.000000,-64.295734
731119.000000,-64.260009
731120.000000,-64.213102
731121.000000,-64.135086
731122.000000,-64.083537
731123.000000,-63.986975
731124.000000,-63.905257
731125.000000,-63.835587
731126.000000,-63.786668
731127.000000,-63.707261
731128.000000,-63.645639
731129.000000,-63.539844
731130.000000,-63.463373
731131.000000,-63.360759
731132.000000,-63.258075
731133.000000,-63.195578
731134.000000,-63.083371
731135.000000,-62.974374
731136.000000,-62.896945
731137.000000,-62.765263
731138.000000,-62.654547
731139.000000,-62.564445
731140.000000,-62.447426
731141.000000,-62.340432
731142.000000,-62.232889
731143.000000,-62.071874
731144.000000,-61.961032
731145.000000,-61.855046
731146.000000,-61.715974
731147.000000,-61.593118
731148.000000,-61.495456
731149.000000,-61.367069
731150.000000,-61.259464
731151.000000,-61.105832
731152.000000,-60.991502
731153.000000,-60.819483
731154.000000,-60.706885
731155.000000,-60.585468
731156.000000,-60.456481
731157.000000,-60.324040
731158.000000,-60.152691
731159.000000,-60.014736
731160.000000,-59.874791
731161.000000,-59.720445
731162.000000,-59.573495
731163.000000,-59.439661
731164.000000,-59.306341
731165.000000,-59.189299
731166.000000,-59.045242
731167.000000,-58.897550
731168.000000,-58.742464
731169.000000,-58.608118
731170.000000,-58.474623
731171.000000,-58.328824
731172.000000,-58.217787
731173.000000,-58.059907
731174.000000,-57.901301
731175.000000,-57.767012
731176.000000,-57.629103
731177.000000,-57.479317
731178.000000,-57.356944
731179.000000,-57.175090
731180.000000,-57.056722
731181.000000,-56.894386
731182.000000,-56.770776
731183.000000,-56.620866
731184.000000,-56.520022
731185.000000,-56.391745
731186.000000,-56.219747
731187.000000,-56.066710
731188.000000,-55.954347
731189.000000,-55.826349
731190.000000,-55.697551
731191.000000,-55.537199
731192.000000,-55.402414
731193.000000,-55.295888
731194.000000,-55.184932
731195.000000,-55.049641
731196.000000,-54.935621
731197.000000,-54.804066
731198.000000,-54.691092
731199.000000,-54.580358
731200.000000,-54.450818
731201.000000,-54.338806
731202.000000,-54.287665
731203.000000,-54.147911
731204.000000,-54.070159
731205.000000,-53.968866
731206.000000,-53.842978
731207.000000,-53.737557
731208.000000,-53.668822
731209.000000,-53.556981
731210.000000,-53.453520
731211.000000,-53.409288
731212.000000,-53.285423
731213.000000,-53.222760
731214.000000,-53.132217
731215.000000,-53.071073
731216.000000,-53.004898
731217.000000,-52.939305
731218.000000,-52.861483
731219.000000,-52.845633
731220.000000,-52.740412
731221.000000,-52.707073
731222.000000,-52.652621
731223.000000,-52.594402
731224.000000,-52.538182
731225.000000,-52.513117
731226.000000,-52.463845
731227.000000,-52.396147
731228.000000,-52.391969
731229.000000,-52.348544
731230.000000,-52.353202
731231.000000,-52.304444
731232.000000,-52.290382
731233.000000,-52.289848
731234.000000,-52.247712
731235.000000,-52.253353
731236.000000,-52.261199
731237.000000,-52.230586
731238.000000,-52.259140
731239.000000,-52.259792
731240.000000,-52.265443
731241.000000,-52.288559
731242.000000,-52.328047
731243.000000,-52.385330
731244.000000,-52.416681
731245.000000,-52.438505
731246.000000,-52.454970
731247.000000,-52.477226
731248.000000,-52.517303
731249.000000,-52.577650
731250.000000,-52.642713
731251.000000,-52.686700
731252.000000,-52.732602
731253.000000,-52.798971
731254.000000,-52.876242
731255.000000,-52.957572
731256.000000,-52.991011
731257.000000,-53.098014
731258.000000,-53.184949
731259.000000,-53.255445
731260.000000,-53.352679
731261.000000,-53.469588
731262.000000,-53.572128
731263.000000,-53.678786
731264.000000,-53.789982
731265.000000,-53.911789
731266.000000,-54.013946
731267.000000,-54.150204
731268.000000,-54.264277
731269.000000,-54.403836
731270.000000,-54.537169
731271.000000,-54.660098
731272.000000,-54.803139
731273.000000,-54.931446
731274.000000,-55.081102
731275.000000,-55.257442
731276.000000,-55.410622
731277.000000,-55.597288
731278.000000,-55.764974
731279.000000,-55.935689
731280.000000,-56.102572
731281.000000,-56.277632
731282.000000,-56.466758
731283.000000,-56.652447
731284.000000,-56.831965
731285.000000,-57.026687
731286.000000,-57.252826
731287.000000,-57.442317
731288.000000,-57.635712
731289.000000,-57.851611
731290.000000,-58.101735
731291.000000,-58.283567
731292.000000,-58.520295
731293.000000,-58.732740
731294.000000,-58.961508
731295.000000,-59.185844
731296.000000,-59.451522
731297.000000,-59.669283
731298.000000,-59.898113
731299.000000,-60.130249
731300.000000,-60.392916
731301.000000,-60.642693
731302.000000,-60.893645
731303.000000,-61.200129
731304.000000,-61.455181
731305.000000,-61.705338
731306.000000,-61.973680
731307.000000,-62.236466
731308.000000,-62.514798
731309.000000,-62.803540
731310.000000,-63.082622
731311.000000,-63.371650
731312.000000,-63.650333
731313.000000,-63.943138
731314.000000,-64.226081
731315.000000,-64.549563
731316.000000,-64.817543
731317.000000,-65.129723
731318.000000,-65.417703
731319.000000,-65.723180
731320.000000,-66.038129
731321.000000,-66.348025
731322.000000,-66.640412
731323.000000,-66.941916
731324.000000,-67.249310
731325.000000,-67.557753
731326.000000,-67.874204
731327.000000,-68.207028
731328.000000,-68.494502
731329.000000,-68.841633
731330.000000,-69.164410
731331.000000,-69.510378
731332.000000,-69.818404
731333.000000,-70.108480
731334.000000,-70.456494
731335.000000,-70.785878
731336.000000,-71.129764
731337.000000,-71.482554
731338.000000,-71.800028
731339.000000,-72.142142
731340.000000,-72.482442
731341.000000,-72.814790
731342.000000,-73.165459
731343.000000,-73.508195
731344.000000,-73.855863
731345.000000,-74.186995
731346.000000,-74.520555
731347.000000,-74.874471
731348.000000,-75.228366
731349.000000,-75.590474
731350.000000,-75.923800
731351.000000,-76.246702
731352.000000,-76.597814
731353.000000,-76.927987
731354.000000,-77.270534
731355.000000,-77.626950
731356.000000,-77.935779
731357.000000,-78.291402
731358.000000,-78.605536
731359.000000,-78.964043
731360.000000,-79.350363
731361.000000,-79.658631
731362.000000,-80.027250
731363.000000,-80.362388
731364.000000,-80.674446
731365.000000,-81.053621
731366.000000,-81.374128
731367.000000,-81.710318
731368.000000,-82.050256
731369.000000,-82.391590
731370.000000,-82.709981
731371.000000,-83.056204
731372.000000,-83.381239
731373.000000,-83.687285
731374.000000,-84.046361
731375.000000,-84.345419
731376.000000,-84.657531
731377.000000,-84.984730
731378.000000,-85.278987
731379.000000,-85.626046
731380.000000,-85.944931
731381.000000,-86.268670
731382.000000,-86.567273
731383.000000,-86.906951
731384.000000,-87.189255
731385.000000,-87.505149
731386.000000,-87.806978
731387.000000,-88.128614
731388.000000,-88.408918
731389.000000,-88.692775
731390.000000,-89.003323
731391.000000,-89.308731
731392.000000,-89.593023
731393.000000,-89.859970
731394.000000,-90.155756
731395.000000,-90.442479
731396.000000,-90.734444
731397.000000,-90.977018
731398.000000,-91.286600
731399.000000,-91.532297
731400.000000,-91.783896
731401.000000,-92.096334
731402.000000,-92.355956
731403.000000,-92.611556
731404.000000,-92.852096
731405.000000,-93.103776
731406.000000,-93.348275
731407.000000,-93.602701
731408.000000,-93.860279
731409.000000,-94.083080
731410.000000,-94.349639
731411.000000,-94.552967
731412.000000,-94.786519
731413.000000,-94.985258
731414.000000,-95.205406
731415.000000,-95.436088
731416.000000,-95.648015
731417.000000,-95.880191
731418.000000,-96.053252
731419.000000,-96.266425
731420.000000,-96.460756
731421.000000,-96.673694
731422.000000,-96.842859
731423.000000,-97.040615
731424.000000,-97.214131
731425.000000,-97.405285
731426.000000,-97.579179
731427.000000,-97.722136
731428.000000,-97.903089
731429.000000,-98.048310
731430.000000,-98.208395
731431.000000,-98.382319
731432.000000,-98.542435
731433.000000,-98.682471
731434.000000,-98.827870
731435.000000,-98.967949
731436.000000,-99.093793
731437.000000,-99.238570
731438.000000,-99.339138
731439.000000,-99.493872
731440.000000,-99.626724
731441.000000,-99.720535
731442.000000,-99.806602
731443.000000,-99.921185
731444.000000,-100.025535
731445.000000,-100.127885
731446.000000,-100.243464
731447.000000,-100.315578
731448.000000,-100.410342
731449.000000,-100.465751
731450.000000,-100.558242
731451.000000,-100.636464
731452.000000,-100.701841
731453.000000,-100.770386
731454.000000,-100.851379
731455.000000,-100.906009
731456.000000,-100.968864
731457.000000,-101.001250
731458.000000,-101.054037
731459.000000,-101.071422
731460.000000,-101.100201
731461.000000,-101.130774
731462.000000,-101.148279
731463.000000,-101.148348
731464.000000,-101.173687
731465.000000,-101.197746
731466.000000,-101.200820
731467.000000,-101.192851
731468.000000,-101.207164
731469.000000,-101.211338
731470.000000,-101.195097
731471.000000,-101.206963
731472.000000,-101.203917
731473.000000,-101.166043
731474.000000,-101.147032
731475.000000,-101.124310
731476.000000,-101.109719
731477.000000,-101.090585
731478.000000,-101.047113
731479.000000,-101.027713
731480.000000,-100.969686
731481.000000,-100.930520
731482.000000,-100.912051
731483.000000,-100.853923
731484.000000,-100.809394
731485.000000,-100.747934
731486.000000,-100.744166
731487.000000,-100.733635
731488.000000,-100.764418
731489.000000,-100.811589
731490.000000,-100.924329
731491.000000,-100.983781
731492.000000,-101.113025
731493.000000,-101.261731
731494.000000,-101.432267
731495.000000,-101.656346
731496.000000,-101.851640
731497.000000,-102.087911
731498.000000,-102.357669
731499.000000,-102.659043
731500.000000,-102.929732
731501.000000,-103.259804
731502.000000,-103.588720
731503.000000,-103.948995
731504.000000,-104.328940
731505.000000,-104.746818
731506.000000,-105.183130
731507.000000,-105.638777
731508.000000,-106.140040
731509.000000,-106.623917
731510.000000,-107.158343
731511.000000,-107.712982
731512.000000,-108.297250
731513.000000,-108.894089
731514.000000,-109.526764
731515.000000,-110.173744
731516.000000,-110.837135
731517.000000,-111.529451
731518.000000,-112.240858
731519.000000,-112.995277
731520.000000,-113.775281
731521.000000,-114.550823
731522.000000,-115.350063
731523.000000,-116.171916
731524.000000,-117.033052
731525.000000,-117.923047
731526.000000,-118.848153
731527.000000,-119.798012
731528.000000,-120.767802
731529.000000,-121.734800
731530.000000,-122.726319
731531.000000,-123.746924
731532.000000,-124.834394
731533.000000,-125.876808
731534.000000,-126.969897
731535.000000,-128.143522
731536.000000,-129.311076
731537.000000,-130.463360
731538.000000,-131.677693
731539.000000,-132.917778
731540.000000,-134.185495
731541.000000,-135.448217
731542.000000,-136.758596
731543.000000,-138.099834
731544.000000,-139.452609
731545.000000,-140.858327
731546.000000,-142.244960
731547.000000,-143.673889
731548.000000,-145.154135
731549.000000,-146.649709
731550.000000,-148.151650
731551.000000,-149.691467
731552.000000,-151.252025
731553.000000,-152.855517
731554.000000,-154.461092
731555.000000,-156.141303
731556.000000,-157.811990
731557.000000,-159.485014
731558.000000,-161.193881
731559.000000,-162.974725
731560.000000,-164.740100
731561.000000,-166.533528
731562.000000,-168.389599
731563.000000,-170.256125
731564.000000,-172.133990
731565.000000,-174.044862
731566.000000,-175.969686
731567.000000,-177.937652
731568.000000,-179.914721
731569.000000,-181.941555
731570.000000,-184.009251
731571.000000,-186.101603
731572.000000,-188.208754
731573.000000,-190.333454
731574.000000,-192.482731
731575.000000,-194.653886
731576.000000,-196.888763
731577.000000,-199.106301
731578.000000,-201.381658
731579.000000,-203.673838
731580.000000,-206.028065
731581.000000,-208.356161
731582.000000,-210.743249
731583.000000,-213.143697
731584.000000,-215.603582
731585.000000,-218.017707
731586.000000,-217.962000
731587.000000,-217.950867
731588.000000,-217.876011
731589.000000,-217.816039
731590.000000,-217.788278
731591.000000,-217.731303
731592.000000,-217.684797
731593.000000,-217.676425
731594.000000,-217.617224
731595.000000,-217.599742
731596.000000,-217.585446
731597.000000,-217.580942
731598.000000,-217.579475
731599.000000,-217.566577
731600.000000,-217.546484
731601.000000,-217.531798
731602.000000,-217.513688
731603.000000,-217.500766
731604.000000,-217.520729
731605.000000,-217.545752
731606.000000,-217.572782
731607.000000,-217.559709
731608.000000,-217.566625
731609.000000,-217.601215
731610.000000,-217.643775
731611.000000,-217.668577
731612.000000,-217.710915
731613.000000,-217.724705
731614.000000,-217.790912
731615.000000,-217.887793
731616.000000,-217.912095
731617.000000,-217.977972
731618.000000,-218.047076
731619.000000,-218.091740
731620.000000,-218.165011
731621.000000,-218.288178
731622.000000,-218.348677
731623.000000,-218.415984
731624.000000,-218.509456
731625.000000,-218.584232
731626.000000,-218.693074
731627.000000,-218.788768
731628.000000,-218.889269
731629.000000,-218.980327
731630.000000,-219.112859
731631.000000,-219.201417
731632.000000,-219.316655
731633.000000,-219.451391
731634.000000,-219.604522
731635.000000,-219.735597
731636.000000,-219.883665
731637.000000,-220.031282
731638.000000,-220.182318
731639.000000,-220.329714
731640.000000,-220.458596
731641.000000,-220.609817
731642.000000,-220.780149
731643.000000,-220.944599
731644.000000,-221.120404
731645.000000,-221.321300
731646.000000,-221.466083
731647.000000,-221.665295
731648.000000,-221.852384
731649.000000,-222.043739
731650.000000,-222.227626
731651.000000,-222.425444
731652.000000,-222.625496
731653.000000,-222.848783
731654.000000,-223.061142
731655.000000,-223.278229
731656.000000,-223.469177
731657.000000,-223.727302
731658.000000,-223.928291
